,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
consep_4_TILE_1,0.6463170928512579,0,0.011458463461888457,0.005890836701290569
consep_9_TILE_1,0.15634470870049172,0,0.1563972867468383,0.08236407497361738
consep_9_TILE_2,0.1532759358995391,0,0.010375775871853345,0.008147017168504427
crag_10_TILE_34,0.08221127071251721,0,0.006006856892859603,0.0046628666449051075
crag_11_TILE_10,0.030957998664811057,0,0.0012963928668318016,0.002537578238293531
crag_11_TILE_35,0.046302724956870565,0,0.002403877247972059,0.0037262611621213058
crag_12_TILE_31,0.07889673430935756,0,0.0053115068950481915,0.004890860751484496
crag_14_TILE_4,0.014395556737562754,0,0.0008427867075208142,0.00159749967615893
crag_14_TILE_7,0.06445568718676742,0,0.00038607919162064844,0.0012678846798825397
crag_16_TILE_16,0.10446157028018538,0,0.0011840590182007977,0.002285961727703986
crag_16_TILE_20,0.11682339069779049,0,0.002737655866287337,0.00334680664924276
crag_17_TILE_18,0.02401629268362521,0,0.02058746762371636,0.014953246514820103
crag_17_TILE_22,0.23528075851588262,0,0.002580892373850201,0.00380269978456348
crag_17_TILE_32,0.5005778838294997,0,0.03251675844870628,0.02087426155440503
crag_18_TILE_13,0.04784482805538492,0,0.002784034593227909,0.003379657268726419
crag_18_TILE_23,0.018793766351216882,0,0.0015873925782888283,0.0023109153927901712
crag_18_TILE_30,0.06655750943817694,0,0.001365820365040308,0.002512719372637905
crag_19_TILE_11,0.03593076257220807,0,0.0007956527347836983,0.0019706940245690606
crag_19_TILE_4,0.06556062170688476,0,0.006739881054058034,0.005777766618694462
crag_1_TILE_20,0.06593257445093899,0,0.004409083667077986,0.005750133878620852
crag_1_TILE_25,0.03622331324910733,0,0.002866207688862232,0.004350882819800935
crag_20_TILE_15,0.12734592779764206,0,0.001631328836347188,0.002400965117163412
crag_20_TILE_17,0.10249480095803933,0,0.0015301030355191231,0.0025982165045280842
crag_21_TILE_30,0.04870143588963137,0,0.0018157516103721554,0.0028888382941213864
crag_22_TILE_16,0.022241436812131157,0,0.0019473852703452137,0.002868386247677595
crag_23_TILE_10,0.020688270678097045,0,0.0010648253333884969,0.002029026523611165
crag_23_TILE_33,0.018490342200701847,0,0.004294892706413346,0.004642422762846837
crag_24_TILE_20,0.1369565501699068,0,0.0016133455998718037,0.0027778918214833273
crag_24_TILE_21,0.10286488389263124,0,0.003056163383352319,0.004379886487110279
crag_25_TILE_1,0.03546034697036236,0,0.008599459675532724,0.005156036205026329
crag_25_TILE_16,0.4689082433656452,0,0.0951590869971029,0.07857304146593001
crag_25_TILE_5,0.5612087024210072,0,0.09181310769284386,0.027068582733280507
crag_25_TILE_7,0.14665594158122836,0,0.026243556793954854,0.0055343367466221165
crag_26_TILE_17,0.4025622963232631,0,0.0046040317298745295,0.007431029770496622
crag_27_TILE_0,0.1041304783995969,0,0.001337538404892424,0.002188909027768374
crag_28_TILE_18,0.1100760065966643,0,0.004075372997232005,0.0038173206163903688
crag_28_TILE_26,0.39306777434349194,0,0.9999999999997963,0.9999999999997767
crag_28_TILE_3,0.20338256859433126,0,0.007636339248016145,0.007044046358447651
crag_29_TILE_0,0.029383417740745005,0,0.0018281499903437246,0.0026866201045266233
crag_29_TILE_20,0.0251826025735231,0,0.00030947644073759143,0.0016118813333576218
