,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
0014_01,0.029515215096229484,1,0.3920775321373292,0.37138760333871235
0026_00,0.0702817015527295,1,0.15288185060400464,0.2455230119538864
0027_00,0.002719438910305589,1,0.010038915081339573,0.00821137830014214
0027_03,0.02166289977053337,0,2.2153243817703968e-05,0.00013631573455186188
0027_05,0.01635253124596048,1,0.002287752801924606,0.0023762939755915717
0034_00,0.03948264809350326,1,0.44335235583137544,0.4165437849035348
0038_00,0.002250244522897773,0,0.0008209979320170737,0.001663061365984441
0038_03,0.012521142284679678,0,9.23614047053877e-05,0.0003503447110752101
0054_02,0.014188415545757204,1,0.02288764988676297,0.018891527966652683
0056_05,0.002784974223163868,0,4.898977606222871e-07,0.00013613735752623083
0056_09,0.013595122900645382,1,0.008660387769984176,0.007092880294864941
0057_04,0.005927669588008725,0,2.9303043978539483e-05,0.0
0057_06,0.00982900893947136,0,0.0036953810856264254,0.0072565548082795224
0062_01,0.0002864134782481394,1,0.0025061664536751255,0.0021002057754080736
0068_00,0.01388421727184247,1,0.01875407599985497,0.015398122391487386
0070_00,0.019774889275639536,1,0.0012979930555960975,0.0011670148540303571
0071_00,0.010294563235139541,1,0.004258384957541751,0.0033448329036893875
0079_00,0.002297534361411126,0,0.00011701469662613288,0.00012586701592356232
0079_01,0.01158788933757587,0,0.0005819408583166367,0.0012793461269675658
0079_05,0.0072122030018499485,1,0.001007046075692663,0.001083501536461328
0087_00,0.02405894658085302,1,0.038695508429919374,0.04660554836742248
0097_00,0.4093487717774788,1,0.29621297423604465,0.3677704470026735
0103_00,0.020418082908405657,1,0.022630927682147684,0.02464160941932781
0103_02,0.004585623864103407,1,0.0023616697831351846,0.0018819470834689441
0113_01,0.024295688810442875,1,0.0022089656941427847,0.002350166590912328
0115_00,0.020727934874919578,1,0.15187093812877708,0.14411565849046598
0117_00,0.04223844564053219,0,0.012512302326505614,0.01988988881875676
0117_01,0.015401082720648733,1,0.023889841492443976,0.020454949712213163
0117_02,0.023183801384574893,1,0.042660661518316885,0.03483085705298708
0117_03,0.023153309054766306,0,0.0026312755844935588,0.006219979218676025
0124_01,0.010549086918078219,0,0.0003258314185302229,0.00038478205431149423
0126_00,0.018534985848280616,1,0.0167796812899601,0.014353726504350926
0126_01,0.0038223899256617892,0,0.0004584126590580365,0.0006432654419311253
0147_01,0.0168707070884147,0,0.0005677771960404504,0.0008898764055171491
0147_04,0.009809525398467486,1,0.002563087663217915,0.00202445488430629
0151_01,0.013352478573356882,1,0.00700653159622008,0.005536903181569925
0151_02,0.01024862571856819,1,0.014650612675921515,0.012511206122168399
0161_01,0.006396382162572297,1,0.00020817827188789604,0.0003921927491243678
0161_02,0.010486811490675338,0,5.265764645543873e-05,0.00025069529846823076
0164_00,0.019759823810022444,1,0.16520087907084616,0.18619796334168656
0172_00,0.010477964390184735,1,0.02900368417150394,0.024708462699499268
0172_01,0.01335296965227278,0,0.00048307987740233864,0.001463167684153765
0172_02,0.002485609549858112,0,0.00015035315808964588,0.00021591095291092165
0172_03,0.006639159161290403,0,0.00021618849791452745,0.0007055255991112573
0180_00,0.02807508380684916,1,0.032735833918926455,0.028159790309657692
0184_01,0.01951023856159654,1,0.022328924053702567,0.018490536195250797
0188_03,0.03350876256706497,1,0.5335697751687691,0.5003322675738534
0189_03,0.01316512692626824,1,0.03724680057063794,0.030657073337889414
0189_04,0.002266257449411183,0,0.0007819550212132428,0.00086340504645963
0189_05,0.0,0,0.0002657340284576529,0.0006088158420770042
0195_01,0.2692377902753406,1,0.8279468002104695,0.7917445139348849
0195_02,0.0021138650455920834,1,0.007287471879456123,0.006274099482785788
0196_01,0.007343953527060013,1,0.002679946071694885,0.0022610254349335625
0196_03,0.011198819570267764,1,0.026839787029792377,0.02191775615426261
0196_04,0.010354241987192214,1,0.001202292362767828,0.0010278968860109408
0197_00,0.019143265560995156,1,0.008392118091380197,0.009084238959818374
0205_00,0.012075557938425546,1,0.0006332431737360485,0.0021345861111509773
0207_00,0.026838082060259588,0,0.010676247602625394,0.019580489919326892
0207_01,0.013970863079472297,1,0.0034608454174059134,0.0036815088438716627
0212_00,0.019770942168167136,1,0.22505318318036632,0.25717953126185195
0230_00,0.0037751307522471745,0,6.198274350047503e-05,2.5444961683818766e-05
0230_01,0.01724860308318767,1,0.016458031509880282,0.01428208578678773
0230_02,0.006195648256084194,1,0.0005024890467085779,0.0006095963426365
0230_03,0.012713460323205309,1,0.0002488067139924986,0.0001563579198362815
0230_05,0.009917083911264377,0,0.0007702943091829395,0.0012440599765074333
0230_06,0.012435449319721847,1,0.005362541485865141,0.00455039668991383
0240_04,0.018029030840164818,1,0.0738908750995275,0.06230920026823293
0249_01,0.017424922805330482,1,0.009848490595731669,0.021442290795054095
0252_00,0.07276384064903829,1,0.9999999999998587,0.9999999999998601
0262_00,0.006226873757486295,1,0.00023530765986008568,0.0004134893137620012
