,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0014_01,0.2172835944006679,0.059640294740343464,0,0.06726326722101143
0014_03,0.1525531946231698,0.0008095516506834023,0,0.0009301337415811613
0022_00,0.1613764095037258,0.0007817318074946018,0,0.0008469795313493811
0022_09,0.1974720651449395,0.00010184918156284014,0,0.000560968697514179
0023_05,0.16818719399195192,0.003213763139489933,0,0.005015703566633606
0023_06,0.16325827686399882,0.00024434244880722477,0,0.0002657722345728426
0023_08,0.1645935431490935,0.0019072188605285592,0,0.0016631976989798446
0025_00,0.16854560361281953,0.001244069961499417,0,0.00168721468718907
0038_03,0.6270046858015705,0.006191212445924361,0,0.009587792728461157
0042_02,0.16185504545052518,0.0002869336728703514,0,0.00038393187175933785
0042_04,0.16637280931836823,0.0008902088724141891,0,0.0012083708595595352
0048_00,0.16273107379724255,0.0009206100607320027,0,0.0010694067217602084
0077_01,0.5687338786201853,0.0006914827848176229,0,0.004698201114727771
0078_00,0.1815411040523026,0.0012031208299395412,0,0.0015425460181636343
0078_01,0.17945691157332203,0.011449070752701239,0,0.012782528473665391
0078_02,0.18664886800957317,0.00013249912386207918,0,0.00046799953025301525
0085_03,0.5720059940955429,0.008612266268233446,1,0.014047753379521941
0087_00,0.2127722861579684,0.003629124406625155,0,0.004225285893736718
0088_01,0.2107860755353368,0.013115710346119441,0,0.013385296152783582
0111_00,0.17419536486964124,0.001488825915230828,0,0.002092381778348628
0115_00,0.20057212871112695,0.002066184727073691,0,0.002726665108152919
0122_00,0.16694395786800104,0.0003269568035370068,0,0.0004949836610195098
0139_00,0.1564220025079146,0.0007187407423273133,0,0.0009509994881015307
0139_03,0.17057516157471264,0.0007220250285011886,0,0.0007884751197143338
0172_00,0.2090253012273729,0.26043767930184036,0,0.29825034652989235
0172_02,0.21461358499493982,0.0050212896005530265,0,0.007811316796824768
0176_00,0.1575080978174421,0.0008579961074675479,0,0.0008627607317434789
0221_01,0.18549341246880885,0.0005487177911149443,0,0.0008734869943510179
0221_02,0.1873308191798234,0.0028920328346295114,0,0.003198407199574553
0230_01,0.20502881794690053,0.0024038963295149544,0,0.0028160076317810885
0230_02,0.1835605152352443,0.0009333789970936856,0,0.001311015652937444
0254_02,0.17600812439999844,0.0007365770366276938,0,0.0008666054662638743
0274_00,0.16931014636622568,0.005281601538089342,0,0.00731778421747402
0299_02,0.16012052730030787,0.0004857241380176939,0,0.0003963028709368803
0305_07,0.5091065923439855,0.011472100735973448,1,0.019178073867096072
0348_00,0.23269528157994077,0.0039559434367041416,0,0.006746067542563232
0363_03,0.17654357694947856,0.003433286892343215,0,0.0046417961253000985
0370_00,0.19441973710580715,0.027683316712749997,0,0.03183318191170775
0380_00,0.24218246047907802,0.00037537737879998935,0,0.0015420967312437571
0381_00,0.19220468777110433,0.002857215922507496,0,0.003238832992113369
0384_00,0.2521366064005868,0.009094189446110188,0,0.017441186674273777
0384_01,0.17497812134288687,0.002302107813536925,1,0.004377991750354497
0389_00,0.1553457245350993,0.003978579373305771,1,0.004939802617609607
0402_01,0.16982323290072363,0.0008723711231263133,0,0.0012482129668857968
0410_01,0.5666534462417148,0.0019162345946940997,1,0.006851418703671031
0433_01,0.61617730536674,0.0013148192559795631,1,0.0055219370837075515
0439_05,0.1537852294021061,0.0037265973358218247,0,0.005060500002464104
0447_00,0.1674118707118336,0.0012799901754895228,0,0.001849198712003461
0453_01,0.2278931550815542,0.0002685339668722815,0,0.001213457878982854
0453_02,0.4301850924565354,0.0003026629998537882,0,0.005913667170592032
0468_01,0.15634934473573778,0.00033378580354405293,0,0.00019643038346849162
0469_02,0.5689680991640922,0.006893186328552982,1,0.011616061891540866
0475_01,0.20592000948138559,0.006790164944758513,0,0.006803810629624491
0486_05,0.17002041457848469,0.003032162830297364,0,0.0028377460190348834
0527_00,0.15791000848339776,0.0016224912149214977,0,0.002238416368207356
0555_02,0.17464037715739242,0.0006127162867808129,0,0.0007595631928244207
0555_03,0.16839087865918048,0.0005899458239212895,0,0.0007014381681207533
0555_04,0.31711937400316514,0.0013391331085560404,0,0.004037613370567806
0555_05,0.30715123733240907,0.004041669687665166,0,0.006853621730119298
0574_01,0.16780390534833795,0.0003492955603640918,0,0.0002705123850888388
0574_03,0.24315819391998827,0.0006881605990850643,0,0.0018449806869648767
0603_00,0.18249355324200267,0.001982477527937492,0,0.002431244278844912
0622_02,0.19807387683495278,0.0010438531522636318,0,0.001360179312990127
0623_00,0.24664378115490593,0.0002122889500286713,0,0.0012509187204514309
0625_01,0.2081517984802659,0.00596921155367968,1,0.00880735281326838
0641_04,0.5303270526304051,0.000942320651050025,1,0.00427149859042312
0644_01,0.19941893755098203,0.023722079733601503,0,0.025269331849137232
0644_02,0.19964221689148776,0.00936691578036535,0,0.010033927030289453
0653_02,0.17168099950299617,0.004804526316935089,0,0.005518296075674544
0673_00,0.2601286848217077,0.004141532428576877,0,0.007450781468970406
0689_01,0.9999999999816499,0.011852340557726453,1,0.025095053758797302
0699_00,0.4695647893988391,0.007549655940382952,1,0.017350508985198944
0699_02,0.1930850388801108,0.0006907452404680079,0,0.0017171911530419828
0715_00,0.17137762466688167,0.00016833120700292134,0,0.0004887717797414135
0717_00,0.16789050667658914,0.00045425466097839817,1,0.0005879241810207792
0719_01,0.2220571337948871,0.0009579817539416323,1,0.0021083905468445756
0720_00,0.16804831020783764,0.0005207193525594725,0,0.0006166782494054932
