,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
0014_01,0.1697735186844543,0,0.49039934478934266,0.4895087672305884
0014_03,0.0022299841092246735,0,0.0007155341012888438,0.00030903710785202437
0022_00,0.007820375928505282,0,0.00017196396106345746,0.0
0022_09,0.06539306243598743,0,0.0005384655278931802,6.106896455243604e-05
0023_05,0.015611075880475507,0,0.0068773994367582105,0.0067873642034836515
0023_06,0.014735599537096192,0,0.00185916907842551,0.0017885559397219388
0023_08,0.01941459328582896,0,0.0014712730983536212,0.002561528370533644
0025_00,0.05982122788687689,0,0.0029974031992834288,0.002886644971170033
0038_03,0.018237018764068164,0,0.004177723536236769,0.0028373283101973284
0042_02,0.0245890953700479,0,0.000583016256464949,0.0009691204552565435
0042_04,0.05206728715151058,0,0.0045964450857438515,0.0034061073186099707
0048_00,0.0613866483718346,0,0.004294370409104084,0.0046380707497855255
0077_01,0.062383573390183814,0,0.004773442267444943,0.004552629985409943
0078_00,0.0161397990124583,0,0.00046588977267353343,0.0006942880749036012
0078_01,0.0042962541863343405,0,0.00016184621167292953,0.0
0078_02,0.01368772583078733,0,0.001642966693534706,0.0035087955397059482
0085_03,0.9999999999842238,1,0.052034441371828645,0.11132250634396205
0087_00,0.12367270204126578,0,0.2798264635098614,0.29209005437239216
0088_01,0.07388572807168228,0,0.5592503965559764,0.5436032287401504
0111_00,0.047503214759487815,0,0.0038719421171774437,0.0026652491622020493
0115_00,0.15311600948816456,0,0.013875016144280565,0.014266217581366992
0122_00,0.05907299779707755,0,0.0018281708014531413,0.0014471106018578857
0139_00,0.04013037859019362,0,0.0009288766022646028,0.0018905776410049061
0139_03,6.730510912476517e-05,0,0.0032639643053872405,0.0023546499279236176
0172_00,0.09450796627454676,0,0.008592506052003152,0.011034888014701847
0172_02,0.011565421200166705,0,0.0016934162853222796,0.0012173919420948363
0176_00,0.007847943151621468,0,0.0007620761069473025,0.001962427467158479
0221_01,0.09242046639850966,0,0.010629781178068162,0.013541635827664496
0221_02,0.05358168258970191,0,0.0021149591615301448,0.0021316997093359527
0230_01,0.05429640129152331,0,0.009994445140194472,0.010588903736480828
0230_02,0.01751153577031132,0,0.00041670843151824557,0.00010338534316874265
0254_02,0.013226978597105093,0,0.008546206492834,0.008956331368656728
0274_00,0.020088809070606603,0,0.0003164906606679871,0.0
0299_02,0.03753335339978631,0,7.096634259872411e-05,0.0005847218703182395
0305_07,0.05865779366811189,1,0.0017891216064897977,0.001898820040794137
0348_00,0.00989949485264899,0,0.004766090091553099,0.004635810850955615
0363_03,0.0499584280525713,0,0.00014999204263518374,0.0011276761906076369
0370_00,0.09461492285119813,0,0.26614131740492647,0.2667288024593902
0380_00,0.02922140229531208,0,0.0009087842535699823,0.0023504883549239023
0381_00,0.08191993013471442,0,0.009613844856396372,0.008064375597186766
0384_00,0.045930663688364355,0,0.005203090529209593,0.004860633223212029
0384_01,0.026085564572433623,1,0.010141519316316561,0.009903159029077784
0389_00,0.020373379937906614,1,0.0016170109814037307,0.0018011061411673634
0402_01,0.09934397512261638,0,0.0060415538778746496,0.013393291543200214
0410_01,0.09044151329796009,1,0.04232408272975839,0.05492002849528968
0433_01,0.09520666930205901,1,0.07026958413116173,0.07843061920093057
0439_05,0.006277907272019057,0,0.0037308538246912256,0.0027129428688765435
0447_00,0.012274331191240917,0,0.006557952238323924,0.00559586356367166
0453_01,0.023848309805301563,0,0.002006853415168556,0.002098297642010547
0453_02,0.05872034088627224,0,0.0020975065757632646,0.004556818326821608
0468_01,0.06618278946874728,0,0.0012574268875768704,0.004787650514893011
0469_02,0.14186114189121085,1,0.031669224625300606,0.03561680859291169
0475_01,0.10852795924204431,0,0.2298144376391549,0.23265917840165876
0486_05,0.03736360560223246,0,0.00587368547416469,0.007764210123130168
0527_00,0.0515022787632382,0,0.005410714661765413,0.0051235875899001086
0555_02,0.02560859454064376,0,6.750204481820234e-05,0.0007373420500344102
0555_03,0.0005753711192098579,0,0.0027056253180181163,0.0019922240237056493
0555_04,0.054183635714593475,0,0.007667708455040877,0.008686337460047969
0555_05,0.01888472082646359,0,0.0008328492358491411,0.0010405096515287496
0574_01,0.07444699057115411,0,0.002549121138544873,0.005737909397721381
0574_03,0.011725767309645618,0,0.0017438845501958826,0.001228627701953394
0603_00,0.015087271155647272,0,0.009569147242430022,0.008697095285370882
0622_02,0.01536651562170065,0,0.0005978552459384143,0.0006838809896790302
0623_00,0.0005671481710585813,0,0.004794060684541015,0.004576067909481775
0625_01,0.02393280583976256,1,0.018357576165325802,0.016272018981111636
0641_04,0.11935421463053206,1,0.043957585883694555,0.050169233670577025
0644_01,0.08628799625765815,0,0.23419636950700426,0.23089286579791868
0644_02,0.10516900254610169,0,0.12514207308223504,0.1322292498653217
0653_02,0.04932878426822799,0,0.009453021182402039,0.009922442879903407
0673_00,0.036191930258292454,0,0.0008881152224324079,0.004812654656283736
0689_01,0.6361762004271264,1,0.0004305209340337708,0.034473386000201604
0699_00,0.028294946735675314,1,0.012916026699861556,0.012219030149448059
0699_02,0.02030820905202998,0,0.00443869093986339,0.00394357527151109
0715_00,0.0,0,0.0010857520348761173,0.0016233203166301712
0717_00,0.05312404660165731,1,0.0009851353980585582,0.0005736657620490506
0719_01,0.18935171843368898,1,0.13531666005655266,0.14197754071784835
0720_00,0.05420259082374645,0,0.0039327893392328145,0.003681780716515109
0729_00,0.06930432296307382,0,0.0008450689736342802,0.007417002600255595
0734_04,0.06533460090045774,0,0.005685706948799186,0.004782866959472898
0743_00,0.010626507343156667,0,0.005465602158748991,0.0038594314959092624
0743_04,0.11078525347192271,0,0.019603846934035087,0.023650357268017664
0788_01,0.10969644822771141,0,0.0247342617380725,0.022097906834042468
0790_00,0.13479601795762855,0,0.9999999999985835,0.9999999999988738
0794_00,0.03900418213541333,0,0.001692681089182507,0.0026058829043449196
0806_04,0.02321574919010054,0,0.0070025505152154655,0.005832165079281987
0812_02,0.03351808685618332,0,0.0026089898551643117,0.002282417750690506
0834_01,0.00969261179549891,0,0.000420598315442673,0.0008143775304201576
0845_01,0.02791529197783041,0,0.0020051992066821857,0.002329638122777897
0856_00,0.022453006751877388,0,0.0037803723240266243,0.0038665467663643073
0860_00,0.08164119289950675,0,0.0009207647556856058,0.0009242170039740177
0923_01,0.09658202572682574,0,0.0050560326768905,0.004786078805551665
0925_00,0.022490738483002988,1,0.005245736683935289,0.0044248258930115565
0926_00,0.009982517199814892,0,0.0023941521943915056,0.001959574060396826
0929_01,0.03098283099093079,0,0.0030057371546149837,0.004404221049027387
0969_04,0.04601274438735475,1,0.00047403138067981165,0.0023563728146553543
0969_11,0.05716544211146235,1,0.008552757232668295,0.008351720459362355
0969_14,0.08224523169968191,1,0.011156168982118781,0.012269444509725185
0969_15,0.053592349808117376,1,0.005409134847876364,0.006147982787283707
0969_16,0.03522988922497047,1,0.007254180033536288,0.007017403476652236
0974_00,0.38283397106909,1,0.11717606586021877,0.128394375909636
0981_03,0.060351163986417995,0,0.0013498521937384369,0.0049121556226656505
0982_00,0.06870167074286325,0,0.0014465741820797792,0.0035055382020437336
0994_01,0.02243159465755787,0,0.005615013438591388,0.005357265132080389
1000_04,0.02923485691606098,0,0.0028749645635166043,0.003273416639573871
