,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
202,0.1586739836960642,0,0.0632249912731381,0.12597918677263775
204,0.27679690788114414,0,0.40139554739237765,0.33063480279203367
205,0.06344283259418923,0,0.0176680355424299,0.027005148388953508
206,0.17039630398350375,0,0.14892658192827188,0.15146392430914013
210,0.01230436518182111,0,0.06417122025163596,0.05115445848049901
211,0.08952375390284624,0,0.019372966543365077,0.05212086292409718
212,0.0007606425362404794,0,0.039593238263737375,0.04774122986011101
213,0.041098270526762605,0,0.20032863027388198,0.13730378942018234
219,0.032820079716507446,0,0.11153221032957912,0.06710761820869497
221,0.0,0,0.015345336935631256,0.019372933838695507
228,0.06390915807422827,0,0.04704236167562013,0.1011415474511597
232,0.09917697041889555,0,0.03609582256244926,0.02783138997353588
233,0.34632132228268486,0,0.3463809506756842,0.4312486544198334
238,0.08804272729616285,0,0.047819061015667616,0.08217530110659968
239,0.0684313524158734,0,0.041386747697304986,0.07599017580561906
252,0.168488116298206,0,0.05248955366277974,0.10143787000260047
254,0.0022537927955546323,0,0.14062956689367642,0.12018408686353611
258,0.05753536238922589,0,0.1316386701987222,0.15529960937813642
259,0.1266432864324766,0,0.09073085638060634,0.15285339881087412
261,0.0343801224575809,0,0.05335623455877091,0.05063722325903008
304,0.11537223975154325,0,0.3186908767775406,0.36718923635810735
305,0.218570858441505,0,0.2752703225344424,0.20395241269062453
310,0.0006016944019923248,0,0.03687735440777503,0.03333594302739495
311,0.00864004659427972,0,0.08434555770911148,0.08329023346248324
312,0.22242722254462033,0,0.4260133451673964,0.27147510763061466
202,0.030612266267108647,1,0.030126303104279415,0.02895054426496918
204,0.5243108081829055,1,0.7738902653613335,0.39194923242256624
205,0.044912735033256296,1,0.15585137728395082,0.09532303041013322
206,0.47323934340109924,1,0.2129113963170138,0.31409954462050826
207,0.023282073781770316,1,0.026434161887509303,0.047774274430405904
210,0.31493218683922064,1,0.2936532545255611,0.15623566849959594
211,0.09232209797485176,1,0.02582060925067584,0.04001283214513731
212,0.4518896405137196,1,0.16356529647528426,0.14414047044704392
213,0.5208650479741275,1,0.6397754962163217,0.39060308956357204
214,0.10943669860205815,1,0.03319882749524606,0.03223832174055451
215,0.27461135524097624,1,0.09417159666895662,0.12366054311672135
216,0.2997259096381467,1,0.25863167320015884,0.1412246925365929
217,0.07842833244457897,1,0.06911954422396138,0.06415515864011005
219,0.2568099709843768,1,0.44763388295103024,0.20038228254749105
220,0.05048125940128225,1,0.0570591178737573,0.06290074790297517
221,0.3327606837645728,1,0.09601384942052428,0.1413231872631437
222,0.5548233026191638,1,0.6645543089887164,0.6973769248324854
223,0.01813598165073651,1,0.031751865573458854,0.039816167264466386
224,0.29142924802111136,1,0.29834450979067606,0.2152587186918789
226,0.5506358566059529,1,0.7178052283622887,0.3593694993845591
227,0.07395264457309624,1,0.14392324465384204,0.17558859055788617
228,0.13870716331008023,1,0.06706599293865466,0.04809085245297454
229,0.1371946433677266,1,0.06055480677639711,0.08754731568410225
230,0.0858574106784852,1,0.2593706260112692,0.16767371880736653
231,0.183886658098579,1,0.1267421267545486,0.13282939145131825
232,0.385468426059606,1,0.09248335857019004,0.07661663213825386
233,0.23932631482883623,1,0.3883193120476131,0.3776781051084044
235,0.1052083070849565,1,0.07663890851868158,0.05407124331322962
238,0.18445258950165955,1,0.4013695397034536,0.23797974238792893
239,0.4888098821728568,1,0.38707674609246806,0.4530939105166455
240,0.024565168188959798,1,0.015015290975007546,0.015125389542022517
252,0.04685020428910356,1,0.22132673921072327,0.18587650927136692
253,0.4562822104547241,1,0.33744499816275775,0.28158626223412847
254,0.16505143265601405,1,0.22536525195624427,0.19342667175786296
256,0.05989343397967589,1,0.0711879039027218,0.07104318325568414
258,0.10888709633756243,1,0.04417379025730716,0.04087539563276142
259,0.17266027835107403,1,0.26012051961359345,0.1704394074646707
260,0.24494799305333187,1,0.6308421060577326,0.31391503433852613
261,0.08538524069722506,1,0.11287290429976223,0.09439809101179739
301,0.04224952502035748,1,0.03390054916747471,0.0800075269342558
302,0.3036255654569547,1,0.12527694474051557,0.1737430936114104
303,0.29658936122928004,1,0.2351648985029896,0.13873551025020497
304,0.4928004084637179,1,0.9106791110940584,0.9999999999995483
305,0.3261931829736346,1,0.31573617803784865,0.227323912771616
306,0.4443454494324703,1,0.4112134776887453,0.26431502484302793
308,0.005703369877913699,1,0.023126824368913564,0.02536558320098324
309,0.14674316082070912,1,0.11505658724313536,0.07182923577355264
310,0.3166897431288064,1,0.19423436138795416,0.21386086597820292
311,0.3378477768125655,1,0.2728356660549948,0.28726327576133126
312,0.9999999999588028,1,0.9999999999991345,0.5140194176990563
