,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0014_01,0.11022631390479896,0.8895601549795926,0,0.8692003377615034
0014_03,0.001725506624824883,0.0011557867589997706,0,0.0007510171936860726
0022_00,0.01764496071920647,0.0002956097287372346,0,9.219463325055564e-05
0022_09,0.11406702159951412,0.0006073560564354996,0,0.0006177216027436942
0023_05,0.048844335411798945,0.0013687433913965655,0,0.0010456247536505781
0023_06,0.01449118512319085,0.00012223262992836902,0,8.246076426533307e-05
0023_08,0.02072265813798029,5.915340145456782e-05,0,0.0
0025_00,0.019606210031485282,0.0016134144045168838,0,0.0016796286131844495
0038_03,0.0972719750832773,0.000748312617327006,0,0.0005523375037660781
0042_02,0.027678529321721896,0.0009221225582623871,0,0.000601022664714052
0042_04,0.01957036823851795,0.001846725221362792,0,0.0020485738487189048
0048_00,0.011878497916666668,0.0017427280265392626,0,0.0016948923480971391
0077_01,0.10561890337123103,0.0035907940005556155,0,0.0038330947789390665
0078_00,0.044011515127639456,0.0007326320807961043,0,0.0003882934811925659
0078_01,0.06052507148759613,0.0016377569542245696,0,0.0006414857063560385
0078_02,0.052724795319967765,0.00021789860340988728,0,0.00034487576721661177
0085_03,0.15585182611735657,0.010601365873455216,1,0.011827508319455771
0087_00,0.11880431626023057,0.3724668238936597,0,0.45216376932224905
0088_01,0.10575203236319278,0.8127156736154382,0,0.9632582556441336
0111_00,0.05365454446205586,0.0014617286687475814,0,0.0017352137813734213
0115_00,0.09492674209472764,0.01708375314575897,0,0.022240292225077812
0122_00,0.026201568326200794,0.0007006671109452643,0,0.0004531102516385537
0139_00,0.006456337519593482,0.0014085433099405094,0,0.0007073896796929279
0139_03,0.016852389065738185,0.0003232922180814997,0,0.0001667870534670949
0172_00,0.11049192795951243,0.057901301599590255,0,0.06649800446767594
0172_02,0.09966811625045756,0.0014249811644415791,0,0.0010853615377688526
0176_00,0.009125188248229986,0.0007415553793439263,0,0.00026191826006156173
0221_01,0.05968003694847461,0.001674763174959379,0,0.0011556298086973103
0221_02,0.057906443707868134,0.0432666580841482,0,0.046823956250394025
