,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
consep_4_TILE_1,0.012126317888568529,0,0.0007922494403694033,0.0020792210394887313
consep_9_TILE_1,0.12818737163769334,0,0.004861089612925474,0.011436511713608231
consep_9_TILE_2,0.20875530437362727,0,0.0011307974435003677,0.0023701844676009584
crag_10_TILE_34,0.04906742286212666,0,0.0012770500657455165,0.0030103877543836534
crag_11_TILE_10,0.29617929229784973,0,0.0006646337127690046,0.002538405001603222
crag_11_TILE_35,0.07244686455337587,0,0.0005417964710369905,0.0017742815006149095
crag_12_TILE_31,0.027468130454177512,0,0.000680709023308978,0.001903923632229517
crag_14_TILE_4,0.07437093508341112,0,0.0011404535037981296,0.002427922417417502
crag_14_TILE_7,0.09655079913738376,0,0.0009035223068692242,0.002137163097838271
crag_16_TILE_16,0.05094342205217108,0,0.0006946536753761895,0.001911375481442873
crag_16_TILE_20,0.04776515856566927,0,0.0007043689780270602,0.0020008991863745265
crag_17_TILE_18,0.2569291553491417,0,0.0015102562962136517,0.002355854455796578
crag_17_TILE_22,0.06689940772151358,0,0.0005538700247003048,0.001771423548003442
crag_17_TILE_32,0.0,0,0.0016380443479188575,0.0037531785413558484
crag_18_TILE_13,0.08071628652564695,0,0.002787243586915458,0.005333078868355837
crag_18_TILE_23,0.10408497387661995,0,0.0016473278525637118,0.003947743966425778
crag_18_TILE_30,0.00214764540772573,0,0.0010974011109944279,0.0026613457463022933
crag_19_TILE_11,0.07800625791561658,0,0.0015868723073182364,0.0027030349462722515
crag_19_TILE_4,0.7141313080423877,0,0.0212086920053131,0.08260556138386585
crag_1_TILE_20,0.1585410808815909,0,0.0012743170181959715,0.002783642444931124
crag_1_TILE_25,0.03186557703849327,0,0.0013292728547936942,0.0026879462705244627
crag_20_TILE_15,0.12121259904011142,0,0.0010623136937180264,0.0023788968736241463
crag_20_TILE_17,0.19043858682397044,0,0.0007718493854358509,0.001899737062308452
crag_21_TILE_30,0.0916660353633064,0,0.0011153904824686678,0.002621511992083587
crag_22_TILE_16,0.040503037793428696,0,0.0008057897800708228,0.0019449600502953982
crag_23_TILE_10,0.24266963317753823,0,0.0010642789280336951,0.0027245963309909843
crag_23_TILE_33,0.07401014840131534,0,0.000842217666500162,0.0022467489600988717
crag_24_TILE_20,0.0613487180414371,0,0.0009366833938792454,0.002284408417891253
crag_24_TILE_21,0.01856625689873127,0,0.0006886848834214098,0.0020878567540955064
crag_25_TILE_1,0.0915886447937756,0,0.0038011788476512718,0.0077621216206088806
crag_25_TILE_16,0.08742575798427207,0,0.005705863357594321,0.010594541291074384
crag_25_TILE_5,0.13301355793830866,0,0.002337833904189814,0.004388015999619011
crag_25_TILE_7,0.21857879101350905,0,0.002364323605758377,0.004017208198589989
crag_26_TILE_17,0.23402436645059452,0,0.0013191876269432643,0.0031099349507312923
crag_27_TILE_0,0.10385654551101296,0,0.0005571547705391505,0.0017050848274995157
crag_28_TILE_18,0.16376978499235872,0,0.0007652200368520102,0.002236459959107827
crag_28_TILE_26,0.008707449978372033,0,0.0026735489152661094,0.006072175506392433
crag_28_TILE_3,0.007504148323233732,0,0.00127511630005872,0.0028651839593918167
crag_29_TILE_0,0.044349735122535296,0,0.0011163910609998241,0.002492256505322046
crag_29_TILE_20,0.10631215661787294,0,0.0011109450065804327,0.002445257481035976
crag_29_TILE_22,0.03404944005285406,0,0.024324477963120743,0.04582317915499649
crag_29_TILE_26,0.1442903560991723,0,0.0009687181351640208,0.0023844977167677317
crag_29_TILE_9,0.09141926388456785,0,0.0010678349321728681,0.002488438404912697
crag_2_TILE_21,0.1872893309735572,0,0.0008753073821455657,0.0021701363945280916
crag_2_TILE_35,0.0465715162294544,0,0.0006926135704848134,0.0018672573257007287
crag_30_TILE_33,0.16811097465729302,0,0.0023915362263727032,0.0050181912206746036
crag_30_TILE_35,0.006068248479068696,0,0.001624388750358547,0.003804635109014855
crag_30_TILE_5,0.21575612784300252,0,0.0007870432266793531,0.001884906036008881
crag_32_TILE_35,0.2848634060195467,0,0.0008865260628559048,0.002852299158604729
crag_33_TILE_22,0.11333151497069367,0,0.002767919855002825,0.006408936849970196
crag_33_TILE_32,0.12738931829475558,0,0.02153298960202887,0.07500444343813513
crag_34_TILE_17,0.05405543457507123,0,0.0005186040035540102,0.0016625729197467956
crag_34_TILE_23,0.10286671259297779,0,0.0005337535876316148,0.0018596463292988408
crag_34_TILE_5,0.007949024434933326,0,0.0008263076969185744,0.002316845368277114
crag_35_TILE_13,0.02337733455964316,0,0.0010934425292527107,0.0027833700462650264
crag_36_TILE_19,0.14095825238372356,0,0.0013091281306462654,0.00263147141509332
crag_36_TILE_33,0.1447903060653162,0,0.0018680097524645081,0.003418466924919336
crag_39_TILE_33,0.04712876690988448,0,0.0007717197358671862,0.002163382297000723
crag_39_TILE_34,0.08705322974892554,0,0.0009447151681195604,0.002379914299459109
crag_39_TILE_4,0.1332869300348795,0,0.0008666923612345618,0.0023089895027528333
crag_3_TILE_2,0.0373224899395037,0,0.0022842274984620067,0.003944871414753976
crag_3_TILE_28,0.1410389202105894,0,0.0037354913592769125,0.0063722405946004005
crag_3_TILE_4,0.1277556066393023,0,0.0046972266661229325,0.007904709769593921
crag_43_TILE_18,0.19424401349474962,0,0.0013788065591405871,0.002972580655382231
crag_43_TILE_30,0.10194922893580642,0,0.0020427518801971263,0.0032965231915425106
crag_43_TILE_34,0.31451409567991734,0,0.001783399806223372,0.003913908229328283
crag_44_TILE_23,0.01352573059980129,0,0.0007014546509189415,0.0019099225180199142
