,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
consep_4_TILE_1,0.4027914470844707,0,0.0001357776929383651,0.00028362912144587417
consep_9_TILE_1,0.45638417822469646,0,0.002043700420198155,0.0068781703455000455
consep_9_TILE_2,0.5016494723122719,0,0.00018829954727326892,0.00043493199690095605
crag_10_TILE_34,0.415758463304132,0,0.0003773238854751892,0.0006266799330611057
crag_11_TILE_10,0.5125500510837426,0,7.223366157811107e-05,0.000427845916968569
crag_11_TILE_35,0.407420930969628,0,8.578980075807006e-05,0.0003424672093209088
crag_12_TILE_31,0.4088982755031457,0,9.846828766531806e-05,0.00021474771716320303
crag_14_TILE_4,0.42778104523535093,0,0.00022102573365608097,0.0004010412877473776
crag_14_TILE_7,0.42251269624564675,0,0.00015841795102066665,0.0003421397472729007
crag_16_TILE_16,0.4229416787630598,0,8.463458537236429e-05,0.00021950902128624124
crag_16_TILE_20,0.43875039004640576,0,6.864972365982049e-05,0.00029055844398982294
crag_17_TILE_18,0.5820432186349213,0,0.00047555188795071827,0.0007026629742161147
crag_17_TILE_22,0.42060778761432444,0,0.0001556498143060348,0.0003654635730127225
crag_17_TILE_32,0.4046624061739342,0,0.0003538361047921867,0.0007998092060633658
crag_18_TILE_13,0.4353408100685858,0,0.001365039724494167,0.0025466769293690204
crag_18_TILE_23,0.4368282001972464,0,0.0004779074659244857,0.0012535235070306888
crag_18_TILE_30,0.404762462248265,0,0.0002818133394829296,0.0005487056990986347
crag_19_TILE_11,0.4147302058470213,0,0.0001923769658583572,0.000347858395392191
crag_19_TILE_4,0.9999999999710121,0,0.004387548139005595,0.022101868964563322
crag_1_TILE_20,0.4449406693974611,0,0.00017626449715769037,0.00036534330129703194
crag_1_TILE_25,0.4093147037553913,0,0.0004402423883312385,0.0005754738588286274
crag_20_TILE_15,0.4531461515617433,0,8.54751252945444e-05,0.0002447128361228788
crag_20_TILE_17,0.46958446012077876,0,5.2000151057575645e-05,0.00014427221842059544
crag_21_TILE_30,0.42124442793195077,0,0.00021324268274552585,0.00034622216933484495
crag_22_TILE_16,0.40646329695103717,0,0.00014872111923660745,0.0002582685270092401
crag_23_TILE_10,0.47346488682996046,0,0.0003769491565390451,0.00077827798040341
crag_23_TILE_33,0.4213033144015938,0,0.00011696016729621909,0.00022874480683340908
crag_24_TILE_20,0.4138861391662021,0,0.00015375380343562452,0.00039832670946246676
crag_24_TILE_21,0.4030941150596776,0,4.872250894679592e-05,0.00020698476757163254
crag_25_TILE_1,0.4466012075807405,0,0.000979267129167719,0.002236925924994244
crag_25_TILE_16,0.4482253776661996,0,0.004351565172873765,0.008682259133210203
crag_25_TILE_5,0.4390161148034656,0,0.0006599691646440843,0.0015381139758568366
crag_25_TILE_7,0.4862682676838908,0,0.0006676679799936958,0.0009707996609067523
crag_26_TILE_17,0.4846621916982869,0,0.0003808080770875781,0.0006863689572038483
crag_27_TILE_0,0.45570322645764,0,4.625692121826706e-05,0.00013350983427241856
crag_28_TILE_18,0.44060909675117077,0,0.00013632317241911297,0.00031073196088692907
crag_28_TILE_26,0.42211782053037916,0,0.0010361212406152739,0.0020359867747180515
crag_28_TILE_3,0.4002597910367012,0,0.00030734033314194423,0.0005296969028840692
crag_29_TILE_0,0.42111208738103706,0,0.0002939369055947664,0.0005977936091961859
crag_29_TILE_20,0.44768922303115327,0,0.00021200139563202572,0.0007555715118156721
crag_29_TILE_22,0.41372184752365454,0,0.01058713919351677,0.0162110345318558
crag_29_TILE_26,0.4257345695175679,0,0.00017740945388948975,0.0003437228231127542
crag_29_TILE_9,0.42506880639761296,0,0.00024943196538181,0.0005252349434287061
crag_2_TILE_21,0.45358050824420787,0,0.00035817457792533335,0.0006096360705145252
crag_2_TILE_35,0.4067557609594875,0,9.60979035508062e-05,0.00016449269887072501
crag_30_TILE_33,0.491586039917398,0,0.00045854831204810245,0.0011957906136937078
crag_30_TILE_35,0.40731310994934555,0,0.00037308556293656406,0.0008094446378865254
crag_30_TILE_5,0.5140247047701403,0,0.00013400982477525193,0.0002885544362986952
crag_32_TILE_35,0.5139142017679244,0,0.00023946559412406357,0.0008122539954131693
crag_33_TILE_22,0.4438730647021556,0,0.0007436333173179355,0.002680410500923254
crag_33_TILE_32,0.458208439412724,0,0.008079050154368725,0.03071905674728225
crag_34_TILE_17,0.41250511436974074,0,6.876467282795445e-05,0.00014632802949378883
crag_34_TILE_23,0.42350624813660626,0,8.879457906376828e-05,0.0001852975226474266
crag_34_TILE_5,0.4023521785565552,0,0.00016594559852422356,0.00035157050194991983
crag_35_TILE_13,0.41968624016059125,0,0.0001311669274038902,0.00026415334446179567
crag_36_TILE_19,0.4472692810035763,0,0.00038298404456408696,0.00046144606129779487
crag_36_TILE_33,0.4196779186597925,0,0.0001772592010968808,0.00027790144221704423
crag_39_TILE_33,0.4068566336061873,0,0.0001096727481092595,0.0002721508495023657
crag_39_TILE_34,0.4646399684188696,0,8.183254087395619e-05,0.00020054298173655187
crag_39_TILE_4,0.4186891044530348,0,0.00012727727671871906,0.00022779669163051965
crag_3_TILE_2,0.4125652112586199,0,0.00024935992837060993,0.0005299220494725998
crag_3_TILE_28,0.44055507374821434,0,0.002312232420736729,0.005115676083621364
crag_3_TILE_4,0.43964733987201327,0,0.0007583587198895678,0.001560896715445645
crag_43_TILE_18,0.4709769769175364,0,0.00031054224172153723,0.0006673454740450255
crag_43_TILE_30,0.44344176247518674,0,0.0014870857638508072,0.0025344569709660077
crag_43_TILE_34,0.5008094015320215,0,0.00035630420081076255,0.0008891616264462784
crag_44_TILE_23,0.4053363324777035,0,5.4704839923119035e-05,0.0001375539810278533
crag_44_TILE_31,0.4279920865683251,0,0.00020100480982843097,0.00046857632400388265
crag_45_TILE_10,0.4254589079064158,0,0.00011302577079677445,0.0002569563592123534
crag_45_TILE_14,0.4299721633219012,0,0.0007197535139223341,0.0015916969918247877
crag_45_TILE_28,0.45046929383876366,0,0.0003181656900147939,0.0005947203160816533
crag_46_TILE_16,0.41958486942831485,0,0.000832522564584202,0.0012920573335394165
crag_46_TILE_2,0.4345816356874623,0,0.0005322601462337678,0.00110908696640322
crag_46_TILE_22,0.40785073051997917,0,0.00024567625778099085,0.0004610806138975687
crag_47_TILE_8,0.4611616165401944,0,0.00017210272218797426,0.0003531270098758645
crag_48_TILE_9,0.4281830262477038,0,0.00014397828129951497,0.0003705135342972487
crag_49_TILE_11,0.419837412094388,0,5.389388060556292e-05,0.0001557722031289774
crag_49_TILE_12,0.4334794982922675,0,0.0001392610906481245,0.0002950227149481889
crag_4_TILE_2,0.41884678863972524,0,0.0001619414709885488,0.00033403845915414514
crag_4_TILE_25,0.4042686656583459,0,0.00021823516631705794,0.0004460627726387974
crag_4_TILE_3,0.4148909571108208,0,0.00024088231979866746,0.0005657078133480331
crag_4_TILE_7,0.4067578989149217,0,0.00010467787411603274,0.00026828277221416826
crag_50_TILE_35,0.44591206262828276,0,0.004225791505887897,0.009082990501413944
crag_50_TILE_8,0.4556815516047198,0,0.000347489733498177,0.000749015086462188
crag_50_TILE_9,0.4368529503843192,0,0.00041990471248531334,0.0007786813875245592
crag_51_TILE_3,0.4557891611023675,0,0.0004910519912806574,0.0010578996188036409
crag_52_TILE_19,0.46120894287268754,0,0.0026236619635593246,0.006894913273780595
crag_52_TILE_3,0.45156443171505,0,5.7882234634195176e-05,0.00014828474624722872
crag_52_TILE_5,0.4601095313918179,0,0.00011707668316574412,0.00031260730710252186
crag_53_TILE_11,0.41650778146854933,0,0.00019634681906531277,0.0004245772375100409
crag_54_TILE_22,0.617946264840967,0,0.004112234499140049,0.008018441167282746
crag_54_TILE_26,0.7455848622519118,0,0.006255641572250688,0.02071225831068399
crag_54_TILE_34,0.4722278533466222,0,0.009236511905528318,0.01587547124401824
crag_54_TILE_7,0.5340001865217657,0,0.0010254170169564777,0.0014956558766168662
crag_55_TILE_17,0.4429427144144604,0,0.00039962950969471496,0.0008135810370769203
crag_55_TILE_7,0.42637208286685646,0,0.0004011403641668651,0.0006540155881353119
crag_56_TILE_35,0.43982200616645467,0,0.0002844425833196543,0.00048119772843537
crag_57_TILE_34,0.4982848099238192,0,0.05573312955355648,0.10257020445602727
crag_57_TILE_4,0.4635118406256765,0,0.007209578170155598,0.011133510246779709
crag_58_TILE_10,0.5317512582727925,0,0.00029778454071381177,0.0007606544932291398
crag_58_TILE_16,0.4629361793078309,0,0.0004915096357500535,0.0006910141161857608
crag_58_TILE_27,0.4373019976251226,0,0.0003743646015907097,0.0006384540333845423
crag_58_TILE_28,0.43738907960679263,0,0.00039851066332783263,0.0007958848925850257
crag_59_TILE_0,0.4316919968465076,0,0.0037305901606324763,0.006563424934017888
crag_59_TILE_17,0.45800570209104724,0,0.02560672910714484,0.049328353482127205
crag_59_TILE_21,0.426395584404968,0,0.0006931518351836566,0.0015234503101020872
crag_59_TILE_9,0.42245094464633076,0,0.000639129774599078,0.0013995610070127271
crag_5_TILE_6,0.515227715999477,0,0.000306388131729267,0.0007348683791977563
crag_60_TILE_24,0.41459362515429754,0,0.00011256479574450611,0.00024058100806664243
crag_60_TILE_35,0.4820769095942992,0,0.0003142643096441479,0.0006231215092559868
crag_62_TILE_21,0.42453669362508434,0,0.0003408356550402921,0.00039174877375931056
