,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
0014_01,0.27148668420514216,1,0.3265338964495075,0.3261963460847592
0026_00,0.32934746052552477,1,0.00018829199986684775,0.0001443886268269788
0027_00,0.03547348949176569,1,1.2872315375888587e-05,6.841852092100513e-06
0027_03,0.0585240673923226,0,5.516508833654253e-07,4.990844450727634e-07
0027_05,0.04427623767419537,1,2.896199794447417e-06,1.6709190248830496e-06
0034_00,0.35740323046189004,1,0.06677368894416442,0.06557462672110795
0038_00,0.03434954306388329,0,5.575251758319402e-07,5.12567103014882e-07
0038_03,0.04347716131239695,0,2.824096804140765e-07,3.3554279418235346e-07
0054_02,0.05437416339058295,1,2.893935488252198e-05,1.5229951465928934e-05
0056_05,0.03649210699758314,0,0.0,6.307776008823055e-08
0056_09,0.090590201676489,1,1.1096392385976059e-05,5.634738606061248e-06
0057_04,0.038346148726366665,0,1.7145276886682637e-08,2.5876465289920765e-08
0057_06,0.04166095271901756,0,3.482445904545348e-06,5.914392170463214e-06
0062_01,0.03252967044937101,1,3.347344265535441e-06,1.8063216529789532e-06
0068_00,0.04581888336204919,1,2.3855375760085856e-05,1.2610774625106322e-05
0070_00,0.07186096677771298,1,1.345694647753228e-06,7.79126839657323e-07
0071_00,0.036042953441439596,1,5.889442905214704e-06,2.950637720923305e-06
0079_00,0.03434819921975694,0,1.3232267311019668e-07,3.138203317211475e-08
0079_01,0.0479193195609546,0,3.7473763398503867e-07,4.974123707177517e-07
0079_05,0.038839588340930084,1,1.176645122973163e-06,6.642757734101497e-07
0087_00,0.3115314868724006,1,3.75996486287976e-05,2.3952374217093172e-05
0097_00,0.568935676140372,1,0.16423779506873407,0.1633933488010667
0103_00,0.11312257508622313,1,2.9026755630898896e-05,1.68383988726684e-05
0103_02,0.038094717127012866,1,3.1986411572634847e-06,1.662837347704751e-06
0113_01,0.08269631927444976,1,2.376663367197511e-06,1.386417848282011e-06
0115_00,0.22915156067583836,1,0.004471717907637777,0.004201674944272607
0117_00,0.4103383382354999,0,0.0012807717344032854,0.0012667485603449365
0117_01,0.053672171883927956,1,0.0011589667181449966,0.0011061923517981299
0117_02,0.06599092624798379,1,5.672660773394064e-05,2.8802139700611498e-05
0117_03,0.08686297806591624,0,1.620772559135631e-06,2.247763980428979e-06
0124_01,0.03831222109496869,0,2.434259451043428e-07,1.722602686620146e-07
0126_00,0.18700923568323613,1,2.1273567603259076e-05,1.0868796753794793e-05
0126_01,0.03663643029276235,0,2.8595325697103237e-07,2.5035057438763826e-07
0147_01,0.04890890024392304,0,1.2172138713626963e-05,1.159804013952028e-05
0147_04,0.039766038895997925,1,3.396126349561865e-06,1.802891146654522e-06
0151_01,0.04415416826609049,1,9.17788560974373e-06,4.649955545503312e-06
0151_02,0.03721891520545666,1,2.2056345872113814e-05,1.1962237627879496e-05
0161_01,0.04028213502197598,1,1.3771256432058137e-07,1.981347360933125e-07
