,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0603_00,0.027032127329986905,0.0004567248050659714,0,0.000375026970751875
0644_01,0.09139186778840754,0.6811646151305011,0,0.7447844449254178
0453_01,0.12228487759647033,0.00021440942529449115,0,0.0004102615425336439
0299_02,0.015638967290749355,0.0003014398529848885,0,0.00019376890544927822
0574_01,0.024450922657740407,0.00015863899008190986,0,0.00010869189364248393
0115_00,0.09492674209472764,0.01708741782658884,0,0.023754542493082554
0623_00,0.13164097214242887,0.00015100655599472926,0,0.00039725821192982763
0475_01,0.10596347691246417,0.3684498677971018,0,0.4269629728153907
0622_02,0.06864358896597035,0.00042806744767818176,0,0.00033216309124737534
0644_02,0.09276066184369261,0.20544991163382953,0,0.2949746148126976
0048_00,0.011878497916666668,0.0017868155287820758,0,0.002055226867341516
0221_02,0.057906443707868134,0.052234926208565444,0,0.04248336725982114
0038_03,0.0972719750832773,0.0006075892569514783,0,0.0006543441511955322
0381_00,0.0816337331270042,0.01036635891835295,0,0.013379283444916283
0078_01,0.06052507148759613,0.00040528999004431804,0,0.0007498526963068279
0139_00,0.006456337519593482,0.0010082417337722834,0,0.0008699729576471816
0790_00,0.11950400228300108,0.9999999999998923,0,0.9999999999999208
0254_02,0.025213876792914917,0.00017964188215356124,0,0.0001358565063805584
1000_04,0.004373085121758013,0.00047277265275944713,0,0.00041772585995285906
0042_02,0.027678529321721896,0.0006729112131072455,0,0.0004976771241543734
0447_00,0.018983125579342435,0.0005912344616784937,0,0.0006186920027355826
0042_04,0.01957036823851795,0.002448363819218818,0,0.0032154078141346846
0025_00,0.019606210031485282,0.0018260295875696742,0,0.0022463573882793263
0023_05,0.048844335411798945,0.0010804945344581303,0,0.001418415912705368
0794_00,0.01197365810869779,0.0006683978833963621,0,0.0006569814376647387
0439_05,0.0,0.0003052248334579402,0,0.00033674729882738794
0812_02,0.05670785267493426,0.0002282391685105478,0,0.0002308311602690663
0348_00,0.11808391731270584,0.0005037602548006426,0,0.0008248690447388972
0274_00,0.014519017183478459,0.0021359994213194598,0,0.0012280812814378292
0926_00,0.03288591474245713,0.00023751307777068192,0,0.00020303817175300153
0122_00,0.026201568326200794,0.0005689216824469536,0,0.0003584427820034038
0845_01,0.03452916765965993,0.0003291980475357198,0,0.0004314291407810214
0729_00,0.020425479500466998,0.0002952016539381107,0,0.00027499870755246934
0929_01,0.06122354837469261,0.0010352262325322168,0,0.0008603653136687044
0994_01,0.1416277873072569,0.0003169834002968025,0,0.000581272848683719
0014_03,0.001725506624824883,0.0007070630893666375,0,0.0006765558070511409
0574_03,0.0639320784231726,0.00029306621704304286,0,0.0008313603729745148
0743_04,0.06545403335223836,0.0009007226572799413,0,0.001138400039811335
0384_00,0.06668584209236415,0.001965137467780624,0,0.001882185391178451
0788_01,0.22600241720047792,0.022792096446047568,0,0.030340078015821302
0230_02,0.02562162919107507,0.000730374383565017,0,0.0003499633648455297
0087_00,0.11880431626023057,0.3775125473737779,0,0.47951398575617143
0856_00,0.022640353142919272,0.0004164496659529966,0,0.000378981918127287
0486_05,0.039692410262632684,0.0004261858344544655,0,0.00047801664610050757
0555_04,0.2555373585523878,0.000505776358488228,0,0.0017259825114934572
0555_02,0.03672934794618539,0.00022663981736557008,0,0.00014922469070995694
0172_00,0.11049192795951243,0.051953997131606144,0,0.07157691188495577
0715_00,0.01546342440620612,0.0002339835409077415,0,0.0004093001028537603
0077_01,0.10561890337123103,0.0033543730019541616,0,0.004372216174043153
0720_00,0.014751552430784904,0.0004473683011844398,0,0.00016201969091496948
0806_04,0.08878061498133581,0.0004686106118245084,0,0.0006736881084932333
0555_03,0.018550822780947333,0.0003294185427156221,0,0.0004582055729739577
0023_08,0.02072265813798029,5.1619346822805584e-05,0,1.1295058718660244e-05
0380_00,0.15249586998656905,0.00037042226473767945,0,0.0005899982509993969
0555_05,0.06695598301365523,0.0007250287592013785,0,0.0008105686374803241
0022_09,0.11406702159951412,0.0004333742742511104,0,0.0006119400147743497
0088_01,0.10575203236319278,0.8151970855638929,0,0.9935664684152182
0923_01,0.0015788430831181616,0.0014488437942334134,0,0.0009055316024283765
0860_00,0.029951313783291408,0.00043929320836437355,0,0.0005392296857132517
0172_02,0.09966811625045756,0.0012120809734294778,0,0.001347177401081602
0221_01,0.05968003694847461,0.0012824880684969505,0,0.0011623157510995796
0022_00,0.01764496071920647,0.00027433372807532017,0,0.00013558500558704433
0834_01,0.0038214631246300855,0.0002982638614889009,0,0.0003668094753654404
0139_03,0.016852389065738185,0.0002937892955160138,0,0.00020882414668123303
0370_00,0.0773548907267974,0.4733964646030749,0,0.41859811319322743
0653_02,0.031171049739348325,0.02650265016576575,0,0.02595538150088616
0402_01,0.03029034968932954,0.0006848227482274332,0,0.0006402314122111634
0023_06,0.01449118512319085,0.00011120622233048255,0,0.00010267527718185161
0981_03,0.024496644127884368,0.000706142202643311,0,0.0009600404959747311
0673_00,0.10967836884957131,0.0007864831200071566,0,0.000905620935363628
0014_01,0.11022631390479896,0.9231791489321303,0,0.9698944303752471
0743_00,0.060268084576097405,0.00038239340783130315,0,0.0005884920515991484
0982_00,0.09560464564956124,0.0004935292005933193,0,0.0005502434758389884
0363_03,0.03631137348806123,0.0009345183202699168,0,0.0005350182301270997
0230_01,0.11780487649339247,0.07367328897542254,0,0.07731752628987028
0527_00,0.0066827373519163175,0.0029078577620702613,0,0.0033867933215716937
0111_00,0.05365454446205586,0.0013001957042976782,0,0.0019490434029319323
0176_00,0.009125188248229986,0.0006781928601339419,0,0.00023243223681407397
0699_02,0.07862287053458755,0.000471629434970506,0,0.0007645982525944247
0078_02,0.052724795319967765,0.00018635864135868553,0,0.0003731906688831923
0078_00,0.044011515127639456,0.0005430340952554632,0,0.00043366286631403377
0734_04,0.04360312273446772,0.001230919752045975,0,0.0013345740349627717
0468_01,0.008181302854919336,0.00011004223054909058,0,0.0
0453_02,0.18613143269959595,9.73422903093246e-05,0,0.0005780296604054542
0085_03,0.15585182611735657,0.011861747610314364,1,0.012919047303427942
0305_07,0.16341607102903977,0.010722179397571148,1,0.014973808648062449
0384_01,0.04184828761302857,0.0013157931156882218,1,0.002169516729830572
