,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0014_01,0.6690181397644345,0.01596258364872623,1,0.021587849795261353
0026_00,0.2639099442154205,0.001940859040769613,1,0.002530153323357109
0027_00,0.1526120211590323,0.005835003078544552,1,0.004804818070591018
0027_03,0.16825461574413778,0.00046220041072753354,0,0.000663608682524205
0027_05,0.1740109626235343,0.0016631198100328058,1,0.002767157487738357
0034_00,0.46461074231357435,0.002706951748064967,1,0.008973047132321832
0038_00,0.17456998556919762,0.029318009338601722,0,0.030123696492924783
0038_03,0.15100475696315274,0.0003357170456351966,0,0.00048695454479961525
0054_02,0.16441459912484363,0.002483705627489709,1,0.0023478319524038735
0056_05,0.20551138836499966,0.0004562413832627392,0,0.0009585353157839982
0056_09,0.16225749826967217,0.005380094195352954,1,0.004437205768772707
0057_04,0.17752623775056883,4.922776966049067e-05,0,0.00038362467167746554
0057_06,0.15317449486507606,4.809501737375834e-05,0,7.20793260515634e-05
0062_01,0.30088473273409394,0.0009439594803897119,1,0.00242969947426635
0068_00,0.2174149737924601,0.0017859958545184637,1,0.0021861170262267096
0070_00,0.1624466259870302,0.00028505489233180185,1,0.00023525981990280058
0071_00,0.1599718737979386,0.0009912889759325385,1,0.0008096792191225715
0079_00,0.30683248814989766,0.9999999999998848,0,0.9999999999998851
0079_01,0.17888618556285837,8.497630744806846e-05,0,0.000391278058778175
0079_05,0.15354087993718943,0.0014738966228036413,1,0.0017779501550713975
0087_00,0.7264973443183271,0.0025955669788515893,1,0.013738248083252183
0097_00,0.9999999999908159,0.0024844943085097983,1,0.024519589624971253
0103_00,0.39058417052332506,0.0020634682236184876,1,0.003955074767800402
0103_02,0.1595899759562289,0.004628894661145639,1,0.003916651530254933
0113_01,0.331165126231564,0.005020743248118001,1,0.006361649509720638
0115_00,0.3006044219181428,0.0020082263592704945,1,0.002863457883461218
0117_00,0.6822127810112197,0.0021607621297409087,0,0.009131043324521198
0117_01,0.17671512873993273,0.002309063985294213,1,0.0028539018661043643
0117_02,0.16850873337176686,0.004628766530787092,1,0.003938571805176647
0117_03,0.18004184942107362,0.0039717158006771,0,0.003796337108764425
0124_01,0.159748506180164,3.40098985940462e-05,0,5.688967900798316e-05
0126_00,0.3931323894687686,0.0052199590524396496,1,0.00775410015569981
0126_01,0.15552964740142985,0.0013174932022018825,0,0.001895447284306052
0147_01,0.2861922815423022,0.0002029997210020925,0,0.0014320712070492918
0147_04,0.16054810020757945,0.006056586905632544,1,0.0055726038145621735
0151_01,0.17245049671326015,0.004023309294332626,1,0.003465920897289893
0151_02,0.15701615424896345,0.004306098454127003,1,0.0036593175982726437
0161_01,0.1627523726844109,0.00028160230702769064,1,0.00040303828996631055
0161_02,0.16305874564618367,0.010868270348459629,0,0.01086023562653285
0164_00,0.3874450430884602,0.015892595740375957,1,0.02046817994339722
0172_00,0.18375017538411165,0.001850488192623074,1,0.0028232734849923343
0172_01,0.2909266440773389,0.0002366849349423739,0,0.0014768082651400206
0172_02,0.1623236816126176,0.00032023788809190114,0,0.00021385610249182875
0172_03,0.159779690764007,0.0013445382203200625,0,0.001078536150585222
0180_00,0.44414921315623385,0.002529113944087498,1,0.007179352630332861
0184_01,0.17885519242883166,0.0019961572858245924,1,0.0025921285993499078
0188_03,0.47431775038072344,0.0026005851436303393,1,0.00944900642877969
0189_03,0.1674310236589321,0.004732120476528077,1,0.003955040253111992
0189_04,0.15615654621398756,0.0004409426959083012,0,0.000542313682642831
0189_05,0.1669996395478986,0.000238068177421924,0,0.00023338654803183004
0195_01,0.2903028596184866,0.0018178732586368437,1,0.0042578669874448975
0195_02,0.3921857711209246,0.002240521841503833,1,0.00425299939831803
0196_01,0.15982529002764825,0.004793669559416475,1,0.004156730398997462
0196_03,0.155297406163913,0.0037490229522624987,1,0.003473204961914179
0196_04,0.15534932739405824,0.004323471298229488,1,0.004384868443740658
0197_00,0.17356423036582408,0.0016339790901519066,1,0.0023704303601298406
0205_00,0.38851613787246275,0.0019845262075045295,1,0.003769403468476421
0207_00,0.17793950371796738,0.00023629076257450412,0,0.0003568442666037683
0207_01,0.3826742954853281,0.004035512439880292,1,0.004670276319101654
0212_00,0.3732203725168371,0.0017653489221953825,1,0.003003758856488755
0230_00,0.15921085439710092,0.00029235021647328117,0,0.00022789871591957086
0230_01,0.1775204350064326,0.0053192186676926465,1,0.004632898966642765
0230_02,0.16289421628631184,0.00040342573668395836,1,0.0005869127824611212
0230_03,0.16593172213396748,0.004849307387508653,1,0.005112683031519916
0230_05,0.16721284649784982,0.00044026209517992603,0,0.0007978222562020815
0230_06,0.165629484314739,0.0020178297247465506,1,0.0028403006271703075
0240_04,0.3933720857515786,0.0018444551516910333,1,0.0034613186284491912
0249_01,0.3841443812301652,0.003631623253868908,1,0.003875308576967543
0252_00,0.40636370554580886,0.0026282238025379474,1,0.0034178831511429255
0262_00,0.165045136177888,0.00028527745472172464,1,0.00027806702922933397
0265_00,0.36832996471842205,0.00192405009667566,1,0.0032193708988439464
0287_00,0.1637086650674853,0.0003084560370723165,0,0.0004191622358388797
0300_01,0.16657856887939143,0.0004174703178038494,0,0.0005751433133810162
0300_03,0.16565825409008128,0.00040030428731641603,0,0.00043898197687688507
0309_01,0.15372287387115005,0.00034519162959106473,1,0.0004369141245990136
0313_00,0.38975204576435046,0.0035002083048393234,1,0.003920839728785413
0326_00,0.41876742212312057,0.0026063135234245327,1,0.006979289610902158
0339_00,0.1849069925233726,0.003684801117438741,1,0.0031081703916703758
0345_00,0.2949618370882052,0.0002904155773700496,0,0.0017884319191101765
0379_00,0.1552314924022837,0.0033178516150364433,0,0.0037172972705508977
0379_01,0.15995592045593585,0.003709839527316772,1,0.0037435146724808114
0380_00,0.155422192283326,0.0004448907135456092,0,0.0006984600472390756
0381_00,0.3925561923549404,0.0019336124833125624,1,0.003756548030013977
0394_01,0.18010247356320627,0.0002561275016220293,0,0.000627798387248553
0408_03,0.17638267128059834,0.0017389368740236358,1,0.003158662128896509
0411_01,0.15471214532252647,0.005854449151110845,1,0.00517109311922631
0419_03,0.37191428617460737,0.0028977666058675106,0,0.0053719907526617264
0419_06,0.151098687245837,0.01784418096631612,1,0.017774798391699747
0441_02,0.17610149919737791,0.00011255879883230442,0,0.000319901556294141
0441_03,0.16167637742334284,0.00011974214503902404,0,9.994787307641078e-05
0455_07,0.16394679939685522,0.00024410036555921218,1,0.0002832907177212919
0461_02,0.26079039939251225,0.00030704118337151234,0,0.0015326241806901855
0469_02,0.35293548299371497,0.004556718212488635,1,0.005859956738438981
0495_00,0.15658667434531415,0.00496378848153636,1,0.004490039467952437
0495_02,0.1699868715071694,0.0020403789318370375,1,0.002583961988583676
0495_06,0.18448321211423596,0.0019128318258324923,1,0.002351986500040496
0503_00,0.37201509781703984,0.0016319947767287127,1,0.002806117565003467
0507_00,0.17816607619559915,0.005130484197507739,0,0.006212590541070275
0507_01,0.1635146922128887,0.0004792409270518024,0,0.0005312641483233419
0521_00,0.16968103115017524,0.00213801159536066,1,0.00272647536059415
0524_00,0.16589618610503581,0.14305850252444666,0,0.1425660879352793
0568_01,0.16475903280752802,0.004183704869252947,1,0.003931040308142171
0575_01,0.1565093622091782,0.00043222814008594615,0,0.0005271697490125989
0575_02,0.2814061346099097,0.00045784300545781436,0,0.00170579117149444
0609_02,0.15109822271035733,0.0004267738010879057,0,0.00045298287993187606
0609_04,0.39033019511650446,0.0002468396407216193,0,0.005165509591087279
0611_00,0.4024263648198506,0.004320197269835946,1,0.006422269721034804
0615_01,0.15980572807915744,0.004755146208651503,1,0.004143988235258219
0630_00,0.16599081219572853,0.0001600508880241022,1,0.0002347265863420637
0644_01,0.6858068922197206,0.002511187160397162,1,0.011285208931158313
0644_02,0.38574507935189967,0.0019282453053719418,1,0.003567804906199885
0690_00,0.20915834225857693,0.0019880091867697067,1,0.0021113461178642557
0699_01,0.1521884875128777,0.0016801954111698252,0,0.0017992591791398792
0699_02,0.19334478364512223,4.050246882373464e-05,0,0.0004342051356967185
