,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
202,0.004006534495550332,0,0.2382599159309984,0.23186030214167888
204,0.44570688542971193,0,0.514848922119645,0.6896483601865837
205,0.020850739655632174,0,0.03151449670409232,0.0702891959479155
206,0.005011516299674731,0,0.09865007808908571,0.18479778605340078
210,0.004159322548665167,0,0.22988824692440474,0.23228449798291467
211,0.004386417995447346,0,0.05570656378243695,0.07551747920575247
212,0.015614508738173756,0,0.01467289553203991,0.022872580941811688
213,0.00547363799285336,0,0.08263688263668133,0.08925212450209874
219,0.004210841951244301,0,0.0316645231425196,0.02290729417092605
221,0.017819561593741227,0,0.03154176206496051,0.045248784013405624
228,0.0036366301615271836,0,0.22400288527572126,0.2133654111673863
232,0.010116426204889626,0,0.06665268637338023,0.06831645718325344
233,0.44016795899893935,0,0.5847382949836799,0.8336621621402877
238,0.0669684178152425,0,0.08636636544581724,0.07630442270981665
239,0.061220635025200455,0,0.15366173970278177,0.17744022874136722
252,0.009278870800894389,0,0.02409417516930883,0.021712966384107857
254,0.003173097909334244,0,0.0455854097431551,0.04784127643044791
258,0.004120615656627602,0,0.2532556037890249,0.2246534473116741
259,0.023616939796884836,0,0.23178235103783787,0.15833335092218453
261,0.006124115559171745,0,0.07026653695115201,0.08386966277872239
304,0.012792787035436338,0,0.2910059269697563,0.31486512960018875
305,0.9067844583008954,0,0.21335829745390214,0.3045854080097768
310,0.004320704904708762,0,0.11111517926503633,0.11852401523659022
311,0.056467164622128696,0,0.03347573574779185,0.03688185408940849
312,0.9999999999997908,0,0.8811700783152788,0.8116433795300484
202,0.040155274585826496,1,0.03616066452418702,0.04627103648906217
204,0.832509818564482,1,0.8710643809956302,0.8404369913370469
205,0.03656886701219411,1,0.04722806796850588,0.04987944443994235
206,0.05209960411155205,1,0.45721574126857173,0.43654642958312956
207,0.04064560141850102,1,0.23268573790831004,0.20529934907600483
210,0.13720001120009084,1,0.805298342593848,0.8120209539794121
211,0.04605864382654882,1,0.16332040577634085,0.29531133421623196
212,0.18236308550008376,1,0.5539109506379059,0.677300480931553
213,0.15637113042668221,1,0.9210597154599833,0.9500577410551783
214,0.05442583691216639,1,0.11066966478453828,0.12606504908162275
215,0.20655370721647368,1,0.3435061156992033,0.5377021442515225
216,0.8060320637628017,1,0.9202762111599527,0.878774971736451
217,0.007431430588615742,1,0.19547184386688063,0.2000081971764868
219,0.2405154711682074,1,0.7215379081312258,0.842169441967175
220,0.03159031749308161,1,0.11664841093398685,0.22571505085870458
221,0.2738939076491115,1,0.21918838916678846,0.3691767480697185
222,0.8650702018724532,1,0.5918133132787617,0.8276803514749747
223,0.05182536227931778,1,0.22128271196269678,0.2157850437349759
224,0.12400747588729683,1,0.6662597401495506,0.6914663387121454
226,0.8318735001384423,1,0.9499257067105205,0.8970400911062204
227,0.047808875322078996,1,0.025263830805874653,0.03998711636312445
228,0.0445004922850103,1,0.4930476589376235,0.47354089790932885
229,0.007825638157454138,1,0.028310407903153586,0.03852590701199598
230,0.06472221653765689,1,0.794973653932982,0.8097876749035582
231,0.19194200260205913,1,0.3788749085876372,0.6126182259057985
232,0.1262985367295648,1,0.5185097837319986,0.7052881159459652
233,0.8391556189580005,1,0.5722750856949941,0.6184946938756051
235,0.2381633957840388,1,0.39537296363253044,0.46064326517070364
238,0.8309923497343182,1,0.7870600216262305,0.8205372197059174
239,0.2471538646338086,1,0.5264630778440701,0.6326864139379624
240,0.032648734726489576,1,0.4014998038652131,0.38446460042108516
252,0.03066875391093063,1,0.3964795884380011,0.384168484847344
253,0.8651820710384218,1,0.3992650356769676,0.4535810157233875
254,0.07177748441848025,1,0.2570170202724392,0.253900771542144
256,0.3372852705847451,1,0.2805266185325975,0.36053861145325594
258,0.12875247314671137,1,0.4427769786217027,0.4339984277352868
259,0.21120337177273113,1,0.8411618835081689,0.7704865059501143
260,0.29136944959089905,1,0.7536155941541746,0.8259208038140513
261,0.03692153156284523,1,0.16121372202475978,0.17145865254079415
301,0.14141892275310516,1,0.06303975299821787,0.1125896473241546
302,0.033692432333927574,1,0.6533312923287391,0.5806512784557387
303,0.8139339851468186,1,0.7910834664787054,0.8966359101602495
304,0.21112210705960172,1,0.8093297411823877,0.8162238857637171
305,0.8719543653934809,1,0.6776686279018411,0.749027293428501
306,0.16282476866657558,1,0.835511508106702,0.9563711496176113
308,0.02336175908493209,1,0.25812947390695723,0.20579433994193524
309,0.06707933170768382,1,0.5665849327528976,0.7373471516461314
310,0.13783517759331992,1,0.1962452210758977,0.40387515844957844
311,0.2729952243660592,1,0.5680140925711259,0.6657720485617744
312,0.8300790728210985,1,1.0,1.0
