,ood_score_normalized_spatial,is_ood,ood_score_normalized_magnitude,ood_score_normalized_all
202,0.03238277836279446,0,0.062386120012002215,0.04950269224454485
204,0.6544980725498583,0,0.9216448729614529,0.8850898584233732
205,0.024718675453854585,0,0.04546786788741671,0.03350878972139902
206,0.03184330910670422,0,0.07795298525419862,0.10711117768271343
210,0.024994217270299882,0,0.04969347392262104,0.04294348995317945
211,0.048331847993844546,0,0.02071522131115836,0.04196308270641709
212,0.025396783196120806,0,0.33748844057670296,0.2009485711581036
213,0.03748222083763533,0,0.06035735244747474,0.039981828763803774
219,0.03656666415599848,0,0.07625993359064598,0.07134109885266957
221,0.024955302702003548,0,0.024171599007457824,0.024331420372086673
228,0.030905533537150358,0,0.20995226559951158,0.26255416083780786
232,0.03259219203388973,0,0.09944990561097024,0.07451355929583524
233,0.7024948414102163,0,0.7894790665739787,0.7146370471872889
238,0.3093851116621963,0,0.02596470729566536,0.18691320822448612
239,0.03724853514623587,0,0.045536619498468316,0.050460071718594145
252,0.040136814097072745,0,0.17546642019328929,0.1397795395413575
254,0.037407767975991164,0,0.07798567242662659,0.059994925927252724
258,0.023626539980335995,0,0.07584069130668918,0.05685911409442754
259,0.1995264818064953,0,0.30275350510160093,0.36503083396786534
261,0.03504898147857679,0,0.038046675158433484,0.028032742758306944
304,0.03306616198147492,0,0.30481246203595247,0.23706638034446248
305,0.6396632648645869,0,0.6940161980191916,0.7473601523859317
310,0.025082095991276032,0,0.04228904548528438,0.02570414477641395
311,0.02524955865356327,0,0.03547503428967024,0.037107149561871146
312,0.6463724413967225,0,0.9885225672783313,0.957754012493505
202,0.06078384506818729,1,0.03868373010268593,0.04717815813535321
204,0.9999999999989219,1,0.8157491827350821,0.9585655231103275
205,0.05407247960830897,1,0.04574942868913421,0.04415776474097583
206,0.1721174678834028,1,0.08774748651586892,0.3286021606779785
207,0.04632246172434285,1,0.033750584308565326,0.030523723423388566
210,0.05268473225999158,1,0.44003361183337314,0.38525812785804014
211,0.030946305289999664,1,0.032952099320051616,0.05309765705950201
212,0.05646779111424042,1,0.4468293048868634,0.4201320635544078
213,0.23510264133250922,1,0.8473235285054704,0.7408898786159821
214,0.0593003166277574,1,0.03010524839517866,0.033652042302054555
215,0.047329636096380905,1,0.03147651848995578,0.05908290143583186
216,0.03675375389744121,1,0.5898230151150907,0.5327866837263087
217,0.033831954468513,1,0.08995723255557135,0.085574868573223
219,0.042292201213007974,1,0.6737204121595354,0.5828897674068187
220,0.0362622362917856,1,0.0731560924830083,0.060066218511644405
221,0.04614442712839259,1,0.06926053581938577,0.06831624856759977
222,0.2197472504925836,1,0.49493435290577176,0.6251960573901341
223,0.02539589578814451,1,0.06389837435026093,0.05205895715661339
224,0.046530051566464746,1,0.31717393612030514,0.2904626554103248
226,0.19624294623494265,1,0.661728724468704,0.7002979362460738
227,0.020351179919648115,1,0.14564756371222554,0.11861812072621589
228,0.05155396039869959,1,0.2238140838431804,0.24285439028554678
229,0.044095812728131775,1,0.34312496760304323,0.2627792273157801
230,0.09263452886178035,1,0.7630160410027506,0.5178491675847198
231,0.031039211152734513,1,0.06905957187516149,0.06542794537932624
232,0.18103545343201943,1,0.06439369493996627,0.25345955277803267
233,0.646025947221359,1,0.6510545620713487,0.6834963356952146
235,0.051370515593429464,1,0.33054170826194984,0.20752212722377758
238,0.048474739835854735,1,0.7411200967663185,0.6403806659258343
239,0.20211284904950189,1,0.48997331030046654,0.7660910393043407
240,0.035647316219015936,1,0.037373793162829974,0.0420578898255042
252,0.024409001075485905,1,0.4666923291103906,0.3687768284301559
253,0.2193380987321984,1,0.6596306784009848,0.6227089821871273
254,0.045997912034162654,1,0.059420251928272105,0.056585386442979196
256,0.057457258873521086,1,0.02791909601214516,0.03667050666648101
258,0.023874868086500686,1,0.0728460736387387,0.06368748308660448
259,0.06653436565459492,1,0.7283956316039629,0.5923824526656465
260,0.06143765893245443,1,1.0,0.8801497473726941
261,0.05641747991971992,1,0.2016822062447929,0.16025252999176362
301,0.04979013750285095,1,0.3127573657085179,0.2429790339015812
302,0.0507011506633257,1,0.5562721792414514,0.548795797026851
303,0.03785150614052551,1,0.7733026486990615,0.621106913843158
304,0.04614904588279101,1,0.8954116895923281,1.0
305,0.6819169309404565,1,0.7621431534476599,0.863613474706708
306,0.06302093597262197,1,0.8623540691483419,0.7918395976529397
308,0.01584960997256388,1,0.05055586663813502,0.04365714003276262
309,0.19820868757944377,1,0.6276523686803865,0.48191581167213043
310,0.0352191056855604,1,0.07359841780387494,0.06995361736218192
311,0.06109300422964104,1,0.3917613581144213,0.38320865902791784
312,0.16960756955383352,1,0.9863878597547481,0.9238762447210478
