component_index,eigenvalue_index,eigenvalue,n_features
0,0,0.051644174485520056,18
0,1,0.011433957963076077,18
0,2,0.004449688680421059,18
0,3,0.0031155911205131594,18
0,4,0.0015552823127961933,18
0,5,0.0012382191913225316,18
0,6,0.0010501302587201556,18
0,7,0.0005029387185797738,18
0,8,0.00031173444387076695,18
0,9,0.0002317969249501286,18
0,10,0.000152583293108031,18
0,11,0.00014235459180420154,18
0,12,0.00012653107035385947,18
0,13,8.946985356832821e-05,18
0,14,4.833566974256255e-05,18
0,15,1.5878018464581653e-05,18
0,16,9.999999999999525e-07,18
0,17,9.999999999995504e-07,18
1,0,0.0351147662937438,18
1,1,0.0038419420992465356,18
1,2,0.002826721501402596,18
1,3,0.0015470158725141678,18
1,4,0.001461647245966756,18
1,5,0.0008452979516761163,18
1,6,0.0002864937766713434,18
1,7,0.00017753390893789222,18
1,8,0.00011705026104795261,18
1,9,0.00010500888263441617,18
1,10,5.3078406883051946e-05,18
1,11,4.50748669137215e-05,18
1,12,1.945166115203714e-05,18
1,13,1.3129131463628584e-05,18
1,14,7.71945672831914e-06,18
1,15,5.619087129736605e-06,18
1,16,1.5428239148736198e-06,18
1,17,1.000000000000092e-06,18
2,0,0.03268937754076317,18
2,1,0.003412004920804656,18
2,2,0.002459814762212314,18
2,3,0.0020025080766136196,18
2,4,0.001587850618967271,18
2,5,0.0008829834486407102,18
2,6,0.0003109333763634548,18
2,7,0.0002157005176298866,18
2,8,0.00014229802694431477,18
2,9,5.458298403306697e-05,18
2,10,5.1812543493236437e-05,18
2,11,3.013021259801218e-05,18
2,12,2.7264941808909386e-05,18
2,13,1.980423879383018e-05,18
2,14,8.150492362449761e-06,18
2,15,7.908034106594638e-06,18
2,16,3.2438257297971662e-06,18
2,17,1.705438804527768e-06,18
3,0,0.013063298169536854,18
3,1,0.0033704789938907576,18
3,2,0.0021431510236293795,18
3,3,0.0015018743494306364,18
3,4,0.0009947514343183856,18
3,5,0.0004936798816774631,18
3,6,0.0003621088519830614,18
3,7,0.00024061273364187072,18
3,8,0.00013867125119833146,18
3,9,0.00012191204146051496,18
3,10,7.412728065268629e-05,18
3,11,4.2402879253311935e-05,18
3,12,2.45214665240202e-05,18
3,13,2.2232915833799145e-05,18
3,14,6.921776181166638e-06,18
3,15,3.964561248499898e-06,18
3,16,1.0000000000000779e-06,18
3,17,9.999999999997897e-07,18
4,0,0.09606521994405715,18
4,1,0.012412342101548702,18
4,2,0.0067206504836131616,18
4,3,0.004656128070346236,18
4,4,0.0023432994078576162,18
4,5,0.0019488331247595107,18
4,6,0.0013449995488731294,18
4,7,0.0007130775801733923,18
4,8,0.0005031082778494224,18
4,9,0.00046333453531528047,18
4,10,0.0002212309101918797,18
4,11,0.0001508047033801079,18
4,12,0.00013600084967244059,18
4,13,0.00010280937403859731,18
4,14,4.1561271169681996e-05,18
4,15,2.403167491683755e-05,18
4,16,1.8973955407641736e-05,18
4,17,9.999999999999972e-07,18
5,0,0.04988821210587569,18
5,1,0.004309742865492486,18
5,2,0.0031173896500178914,18
5,3,0.001614810690514731,18
5,4,0.0010100178256145552,18
5,5,0.0008583762025728834,18
5,6,0.0004798767913849771,18
5,7,0.0002866357475892987,18
5,8,0.00017894574080273365,18
5,9,9.214471023296713e-05,18
5,10,4.97058764414544e-05,18
5,11,4.0201142619351316e-05,18
5,12,1.976059236939494e-05,18
5,13,1.4452691093504704e-05,18
5,14,1.0169647198233577e-05,18
5,15,2.750580736048141e-06,18
5,16,1.0000000000000857e-06,18
5,17,9.999999999999462e-07,18
6,0,0.04133945885613344,18
6,1,0.01717445503544377,18
6,2,0.004469859539383672,18
6,3,0.0027073217274395027,18
6,4,0.0014496721366295954,18
6,5,0.000666269515022548,18
6,6,0.00024259905406291267,18
6,7,0.0002131087017898123,18
6,8,9.759860165727779e-05,18
6,9,6.822075624523612e-05,18
6,10,2.1942755011607837e-05,18
6,11,1.288090449561276e-05,18
6,12,2.7296975836066748e-06,18
6,13,1.0000000000003998e-06,18
6,14,1.0000000000000821e-06,18
6,15,9.999999999999337e-07,18
6,16,9.99999999999524e-07,18
6,17,9.999999999972289e-07,18
7,0,0.020509392239957805,18
7,1,0.005660755660538108,18
7,2,0.002822939637086379,18
7,3,0.002086800811906157,18
7,4,0.001591130520830125,18
7,5,0.000647541988944731,18
7,6,0.0004882149994342408,18
7,7,0.000303482506856166,18
7,8,0.00020183180932766904,18
7,9,0.00011846142956616048,18
7,10,7.57336443170792e-05,18
7,11,4.6378043288395135e-05,18
7,12,4.310608844177123e-05,18
7,13,3.046779478175536e-05,18
7,14,1.635660986601073e-05,18
7,15,1.1823789300178012e-05,18
7,16,9.611336695331261e-06,18
7,17,4.324413005836844e-06,18
