uq_map_name,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,is_ood,GMM-All,GMM-Int,GMM-Spa
crag_57_TILE_4,0.6347581270645939,0.6132097792074338,0.36887956854212484,0.6885718325769611,0.7529069925710069,0.8340211920958414,0.6886548342125023,0.8119934739677431,0.9250574229632831,0.8029434405088162,0.948617721362788,0.8796625443051443,0.7522052674108286,0,3.8140078686312834e-05,5.1446003770664026e-05,0.155854484120004
crag_57_TILE_34,0.6420877224174939,0.6255604049625487,0.36784269964274097,0.674467986216875,0.7426050013996758,0.8279475561391705,0.6773314409054392,0.798293128690754,0.9146584068788487,0.7927135546968934,0.9393686596898857,0.797039889699743,0.699481122735791,0,0.0001764844562198,0.000236284575228,0.1342565040068236
crag_45_TILE_10,0.6696492624199228,0.6478934071614869,0.3125221537524349,0.7069247119592811,0.7670195296613403,0.8418749084378487,0.6179245376988994,0.8003288507642644,0.9273671060785027,0.8305912887605743,0.9540400448807802,0.8690056785549273,0.8057266492014727,0,1.0912400510099667e-05,2.703388067170911e-06,0.0644870719021356
crag_45_TILE_14,0.6545490186038686,0.6502679736829173,0.41081306968176395,0.6861204898589753,0.7456477693374566,0.8279197243575447,0.7268146949497053,0.8211196161665011,0.9239256870415468,0.804250170464201,0.9494932932751199,0.8646405970097573,0.739909291178871,0,8.374803262823371e-06,6.867000000902256e-06,0.0693618442314854
crag_45_TILE_28,0.642909517273998,0.6341119449380377,0.26388032086933283,0.6846397493191905,0.745864955727628,0.8300109643656267,0.5263047657727324,0.7432608946745914,0.8929966802616696,0.8040061570712613,0.9181282628927686,0.8773241672880104,0.6771809405155592,0,1.843606142176864e-05,2.3251143659974157e-05,0.0967630284360942
crag_12_TILE_31,0.639862424062841,0.6122450742923877,0.17297677712815612,0.6630510937247863,0.7439696778362804,0.8330219520259019,0.34352583692982086,0.5514740874160883,0.8396536010467823,0.7755770585547175,0.9343596772269537,0.8009464904576977,0.5588183202829314,0,1.131938049386316e-05,1.1599711818291265e-05,0.0191653043625636
crag_47_TILE_8,0.6475158277711256,0.6152454467809124,0.32773454048112294,0.6837236781253476,0.7597218714099494,0.836457495933752,0.6269273426127387,0.7912079796452287,0.9186289322113745,0.8184971908517785,0.9373686223266922,0.8256452851953378,0.6236353525435466,0,1.6504305658323674e-05,1.628853914473694e-05,0.0845603678798568
crag_63_TILE_10,0.6886414798495406,0.6685471656774284,0.23561879326972937,0.6781624950153871,0.7661505969167128,0.8474293726703538,0.4633313804922365,0.684551338929082,0.899558530860569,0.841820843348779,0.9646713545980234,0.8776669514694244,0.6621733684887195,0,0.0004451653253492,0.0006540806729245,0.3144750999507343
crag_63_TILE_16,0.6212967063886494,0.5626026813015086,0.21882991815847397,0.6709034546521313,0.7476291282950059,0.8279084176844382,0.43541921502305364,0.660554364691265,0.8680270542847577,0.7607312002498569,0.9189949457501521,0.7787562148045468,0.6228277517360697,0,4.6152320083848215e-05,0.0001135665801953,0.0518918678933923
crag_63_TILE_17,0.589650283529735,0.5631736482168224,0.19260243928149995,0.6514191434214758,0.7283722700336142,0.8234106981223205,0.38289981486441,0.5980828340057887,0.8345370228790996,0.7382583462714651,0.9209549823660822,0.8301660640935734,0.673822213490833,0,4.581310859773987e-05,8.211592501265214e-05,0.0320431484091396
crag_29_TILE_0,0.6314848659522854,0.6304908331739765,0.23628854580359912,0.6482231495591687,0.7165488211605493,0.8163569955268799,0.4681881588267545,0.6794990239793213,0.845928349110144,0.7507651215392717,0.8787097487279567,0.7262559284781291,0.43498637058148226,0,4.944837130390981e-06,7.559027939295221e-06,0.0558731778612902
crag_29_TILE_9,0.6128202769124291,0.6132725592240251,0.27086933363670956,0.6358918509558498,0.7110034232355354,0.8193672170338678,0.5319274344912135,0.7060171553159541,0.857069363440319,0.7397018625731648,0.9351241359524414,0.7754626636935685,0.45249628169997375,0,6.2722600221121e-06,4.231587327427461e-06,0.0506125466352583
crag_29_TILE_20,0.6181095357057714,0.6150556964100211,0.22438378595358202,0.6421816983842757,0.7117671097397524,0.8085196145792679,0.4457344867139421,0.6606317813501167,0.8305960852515983,0.7349802871742778,0.868571781560301,0.6300488230496235,0.4017414253870507,0,9.406157978040852e-06,1.0018216646840783e-05,0.0581655906392389
crag_29_TILE_22,0.6114140753797953,0.6103141991756345,0.2210147277338131,0.6366375610821231,0.7117099719776081,0.8176021718114391,0.4389865544410625,0.6499159135031816,0.8336963480829394,0.7452252345565192,0.8828076030587668,0.7204280244667208,0.44734146128040203,0,5.4394530435421154e-05,6.127767877972678e-05,0.054518770192997
crag_29_TILE_26,0.0,0.0,0.00523457347385507,0.3952542974237494,0.6064557737950779,0.0,0.009234269299682843,0.01295664061862028,0.025882819950190934,0.6706791957909656,0.11668205823867436,0.04787047218814277,0.021849453381760208,0,1.3401827756177185e-05,1.5345816310182454e-05,0.0371973539773769
crag_48_TILE_9,0.8887094621994653,0.8841528605935747,0.017221692918924572,0.6297347626787443,0.7584327731217915,0.8460093942547856,0.032942489160975245,0.051307137907738436,0.13423653548377057,0.904953603316405,0.8151585615124758,0.3576390552757845,0.22785742452126992,0,1.3462558600692872e-05,1.1039565912829856e-05,0.0285588856153997
crag_22_TILE_16,0.726784319316401,0.7249193421537174,0.046832768792281175,0.6465215193946764,0.7440475091465815,0.8370250026172396,0.09331569774806149,0.15448295041286544,0.4392471115236452,0.8230461447598093,0.8277221295489376,0.4465924054034228,0.24959842230435303,0,9.218784640236682e-06,3.4743257929296537e-06,0.0160294463429667
crag_35_TILE_13,0.6964574847687389,0.6969363399115591,0.05625666814691821,0.6369926623221894,0.7258399364631144,0.828361688866392,0.11219299705218208,0.18531041100548326,0.5129311518185327,0.7727277655890845,0.8135818653911581,0.5015327286322192,0.420658274545628,0,1.0909167211398363e-05,1.0618403786886316e-05,0.0360019272005141
crag_30_TILE_5,0.6300630416765136,0.6035041444771843,0.28076635677736733,0.6747102453005899,0.7480532777885005,0.8332029533567753,0.5516582854014982,0.7467546797496198,0.8988542785808679,0.7991577362350923,0.943262065756903,0.8833820582347508,0.6702877301445654,0,1.392751775433294e-05,1.4876087929028478e-05,0.0709513687413098
crag_30_TILE_33,0.6247510178868726,0.5888533992876325,0.3059349910150705,0.6751182125611273,0.7511042015914462,0.8317088703605031,0.5908387330002248,0.7674290142280494,0.9050467919941089,0.7959742707474613,0.9320529674680706,0.8065617342463477,0.6011117026069926,0,7.122047228939173e-05,0.0001314448255613,0.270354398206494
crag_30_TILE_35,0.6629656848873898,0.6291081162545766,0.1786758225882089,0.6711024924938005,0.7515444760560391,0.8330481263434684,0.354482807299129,0.564781869776573,0.8492751247783764,0.7813990597040357,0.9324529749407092,0.8289080544812728,0.5612409442081041,0,4.745152272290585e-05,4.3826420435019167e-05,0.0133910053962967
crag_51_TILE_3,0.7040229632349974,0.70179527510045,0.0629732863623723,0.6517332506236324,0.7389729565248854,0.8319701504900604,0.12556384617522484,0.2076990234511282,0.5645428421637718,0.7853678282983452,0.891838882885455,0.5527844727541023,0.33599552493037677,0,1.7444482523564617e-05,1.900817442511128e-05,0.0787380711466491
crag_21_TILE_30,0.6402561240401665,0.6108532793711106,0.27198798500170274,0.6776310238154336,0.7549861034843633,0.8362842155127462,0.5342809387581114,0.7396295812513412,0.9001158745300738,0.8018155900978778,0.9371286178431089,0.8205124115290746,0.6419670361481054,0,2.6203697873754224e-05,2.605778534085557e-05,0.0264254581283969
crag_16_TILE_16,0.6683900894107602,0.6452244184127494,0.22284226061420004,0.6881866428450025,0.7614267501806471,0.8381155859951083,0.4427429255673244,0.6801366498135022,0.8890770949900925,0.8190323649995254,0.9583779036951738,0.8529364894735341,0.6938168068498574,0,1.1261054001793022e-05,1.182566804793319e-05,0.0317654769417322
crag_16_TILE_20,0.66516911743176,0.6556182997977955,0.16750636483046588,0.6649357241703627,0.7410532141889248,0.8339584113082963,0.3324079291234103,0.5356319668650636,0.8336716038361729,0.7694772720834548,0.9420131535367752,0.7961334838780623,0.5373595753584043,0,1.5865721616698574e-05,1.10989537124376e-05,0.0343660939207628
crag_46_TILE_2,0.6586208392101345,0.6367636882281491,0.16600929286293267,0.6698248471401312,0.7544180068170938,0.8373646874202162,0.3309697035618456,0.536209077235865,0.8453190482320563,0.8279974152714585,0.9113281358579097,0.8092785905561695,0.5149182298836624,0,0.0001330051985546,0.0001689605309303,0.0549584423343003
crag_46_TILE_16,0.6913062091147724,0.6839752402839998,0.14673380297020308,0.6545923905100056,0.7480491780124666,0.8367758140817739,0.29170107732573464,0.4719830612237645,0.8145882384798877,0.8268917659645224,0.9127992744517256,0.6340578172134702,0.39346932281511504,0,6.510610671665706e-05,8.077732540536952e-05,0.0241688824106184
crag_46_TILE_22,0.6070307001889855,0.5683666452574458,0.14750858822224489,0.6737760908590441,0.7529087208617797,0.8392467834633385,0.2941349178428236,0.4810299940503153,0.8290859118497459,0.7896810302527696,0.956284531255031,0.8872461581987374,0.44860770719836807,0,1.8947116997633105e-05,2.0498944795716945e-05,0.0046227039858487
crag_52_TILE_3,0.6099130799703099,0.58384486886604,0.12651549963076214,0.6449175673119554,0.7358320643883527,0.8301705888364495,0.2514767506855988,0.409031707856614,0.7733285271432305,0.7881512711693458,0.8928477906219993,0.8051800417679413,0.4660599782833661,0,1.947556856414378e-05,1.853440117205901e-05,0.0338008956268389
crag_52_TILE_5,0.6495934906892047,0.6143954178079609,0.19586508869558597,0.6741997314747414,0.753659066155119,0.834150593656487,0.38929926350207694,0.6124938071238496,0.8639921749785096,0.8088918167126171,0.9462798999115882,0.8211792295416228,0.5810283801055884,0,2.136791479852518e-05,2.3830444347813987e-05,0.0322249925171178
crag_52_TILE_19,0.6106415394447497,0.5742763831068829,0.22454588104405482,0.6629447205243599,0.7454374053611346,0.8316223469645638,0.44368887684832137,0.6593653712893205,0.8701996397374866,0.7936482335825378,0.9150126491336599,0.7583358333263387,0.4784368718255713,0,0.0005414995582907,0.0003483163795037,0.7622426801081186
crag_4_TILE_2,0.569921946218229,0.5364445946490086,0.21612814185280313,0.6429906382767646,0.7319447877800196,0.8285213001028312,0.425072234997233,0.6312415139373779,0.8488906722496369,0.7728350495526708,0.9310129480392098,0.7924293869031307,0.46101014409156127,0,4.707982000743636e-06,4.376437418110001e-06,0.054889053099813
crag_4_TILE_3,0.6986882092190252,0.696400565922372,0.13042938941602839,0.6540497604772333,0.7369637720530104,0.8333040232696519,0.25815068515092915,0.4194099758522527,0.7851032777353331,0.767019351541865,0.8437402760101241,0.6277240704189544,0.35728829392169253,0,1.5628483297725997e-05,1.884476127623672e-05,0.0427988429728292
crag_4_TILE_7,0.5604623857828708,0.5603707713278022,0.11313355089840764,0.6196271763329656,0.6917361876527435,0.8041514509785647,0.22592231162445892,0.3733583922274041,0.723714106104691,0.7288502419318148,0.8306310727805162,0.5916321982610776,0.40959344178280177,0,7.532810761266314e-06,1.077959648609313e-05,0.0172979362072233
crag_4_TILE_25,0.5632697508872485,0.5666059124174896,0.14793085166975306,0.6069900186769593,0.683610700444363,0.8069792510681761,0.29441380558978775,0.47650243369472933,0.7459561691336903,0.7028654342270789,0.8435024243445362,0.5262874640850403,0.3220462617230032,0,1.3514809536183917e-05,1.4303436850116302e-05,0.0126621194917999
